age,height,weight,40_yard,vertical,broad_jump,combine_invite,has_college_stats,age_estimated,conference_tier,ras_score,ras_drills_used,ras_reliable,speed_score,college_sp_plus,college_sp_offense,college_sp_defense,college_sos,years_in_college,is_underclassman,height_z,weight_z,size_score,positional_value_prior,positional_value_adjusted,position_historical_round_avg,position_historical_round_std,def_pd,def_qb_hur,def_sacks,def_solo,def_tfl,def_tot,defensive_td
23.0,,,,,,0,1,0,2,,0,0,,10.8,26.8,17.4,109.0,5.0,0.0,,,,7,0.4794520547945205,4.191304347826087,1.959661858470061,5.0,1.0,0.0,25.0,0.5,37.0,0.0
23.0,76.0,267.0,,,,1,1,0,3,,0,0,,10.8,27.8,17.4,45.0,5.0,0.0,1.0112819770821295,0.7157728937184653,0.8635274354002975,9,0.6428571428571429,3.966666666666667,1.9700843872781693,4.0,5.0,7.0,26.0,8.0,40.0,0.0
21.0,71.0,188.0,4.47,38.5,132.0,1,1,0,1,6.237087733032468,6,1,94.17979751893137,5.3,20.2,15.0,82.0,4.0,0.0,-1.271074299206282,-1.1356588297925074,-1.2033665644993947,7,0.4761904761904761,4.191304347826087,1.959661858470061,6.0,0.0,0.0,30.0,2.0,37.0,1.0
23.0,76.0,237.0,,36.5,125.0,1,1,0,3,6.430461546967216,3,1,,21.2,37.5,15.9,54.0,5.0,0.0,1.0112819770821295,0.0126975556763237,0.5119897663792268,5,0.3472222222222222,4.166666666666667,1.8347152500215944,2.0,2.0,3.0,42.0,9.0,88.0,0.0
22.0,71.0,206.0,4.42,39.0,132.0,1,1,0,3,7.003696193145791,6,1,107.94639388451677,18.6,34.5,15.9,54.0,5.0,0.0,-1.271074299206282,-0.7138136269672225,-0.9924439630867524,4,0.2721088435374149,4.557692307692308,1.8933678007611927,1.0,1.0,0.0,22.0,1.0,31.0,0.0
22.0,76.0,250.0,4.55,35.0,122.0,1,1,0,3,5.158857339057812,4,1,116.66065694153296,23.4,36.5,15.8,5.0,5.0,0.0,1.0112819770821295,0.3173635354945851,0.6643227562883575,5,0.3472222222222222,4.166666666666667,1.8347152500215944,3.0,7.0,11.0,24.0,12.0,35.0,0.0
25.0,73.0,263.0,4.69,35.0,118.0,1,1,0,1,5.151039324899768,6,1,108.71622737819062,11.0,31.4,21.7,20.0,5.0,0.0,-0.3581317886909173,0.6220295153128464,0.1319488633109646,5,0.3571428571428571,3.875,2.276693508870558,0.0,1.0,2.5,2.0,2.5,4.0,0.0
22.0,72.0,228.0,4.49,35.0,127.0,1,1,0,3,6.077167726063259,6,1,112.19654377680322,-4.1,30.1,34.7,9.0,5.0,0.0,-0.8146030439485996,-0.1982250457363187,-0.5064140448424592,5,0.3571428571428571,4.166666666666667,1.8347152500215944,4.0,1.0,1.0,55.0,8.0,64.0,0.0
22.0,75.0,313.0,4.9,28.5,106.0,1,1,0,3,1.3142090979138477,5,1,108.59004499895136,16.3,29.7,13.5,50.0,5.0,0.0,0.5548107218244475,1.7938217453830825,1.174316233603765,6,0.4081632653061224,4.179775280898877,1.8742380133658745,0.0,1.0,5.5,22.0,13.5,45.0,1.0
22.0,80.0,374.0,5.35,,,1,0,0,2,1.1335144738196743,1,0,91.30329897784785,-4.6,31.6,35.2,86.0,5.0,0.0,2.14666866262865,4.947148384291239,3.546908523459945,3,0.5660377358490566,3.989189189189189,2.0955158885135967,,,,,,,
23.0,78.0,306.0,5.12,29.0,108.0,1,1,0,3,5.44388724952718,6,1,89.05772119760513,9.8,34.6,27.1,30.0,5.0,0.0,0.7890457786959345,-0.717721009119975,0.0356623847879797,3,0.5084745762711864,3.989189189189189,2.0955158885135967,0.0,0.0,0.0,1.0,0.0,1.0,0.0
21.0,72.0,191.0,4.38,33.5,121.0,1,1,0,3,6.917587337919258,5,1,103.79272660576164,23.4,36.5,15.8,5.0,4.0,0.0,-0.8146030439485996,-1.0653512959882934,-0.9399771699684464,4,0.2777777777777778,4.25,1.923743070572264,7.0,4.0,0.5,39.0,4.5,65.0,0.0
21.0,77.0,276.0,,,,1,1,0,3,,0,0,,-16.8,17.7,34.1,43.0,4.0,0.0,1.467753232339812,0.9266954951311078,1.19722436373546,6,0.4081632653061224,3.8472222222222223,2.0872498397613364,1.0,9.0,5.5,15.0,8.0,32.0,0.0
23.0,75.0,243.0,,,,1,1,0,2,5.907485421494521,1,0,,13.3,40.5,28.8,92.0,5.0,0.0,0.5548107218244475,0.1533126232847521,0.3540616725545997,9,0.625,3.966666666666667,1.9700843872781693,3.0,6.0,8.0,41.0,16.5,88.0,0.0
23.0,73.0,203.0,4.57,31.0,121.0,1,1,0,3,4.412043171072251,3,1,93.0810413412365,30.3,42.9,14.2,9.0,5.0,0.0,-0.3581317886909173,-0.7841211607714367,-0.571126474731177,4,0.273972602739726,4.25,1.923743070572264,7.0,0.0,1.0,59.0,3.0,95.0,0.0
22.0,76.0,283.0,5.0,27.5,106.0,1,1,0,3,1.3878789493841377,4,1,90.56,21.1,33.6,14.9,52.0,5.0,0.0,1.0112819770821295,1.090746407340941,1.0510141922115357,6,0.4166666666666666,4.179775280898877,1.8742380133658745,2.0,2.0,8.5,27.0,12.5,58.0,0.0
23.0,75.0,229.0,4.56,,124.0,1,1,0,3,4.738793651518634,3,1,105.92686212326052,23.1,38.1,15.6,24.0,5.0,0.0,0.5548107218244475,-0.174789201134914,0.1900107603447667,5,0.3424657534246575,4.166666666666667,1.8347152500215944,5.0,2.0,4.0,49.0,10.0,95.0,0.0
23.0,74.0,302.0,4.99,32.0,109.0,1,1,0,3,1.2767043036250705,5,1,97.41700111669208,9.4,27.3,19.5,49.0,5.0,0.0,0.098339466566765,1.5360274547676305,0.8171834606671978,6,0.4444444444444444,4.179775280898877,1.8742380133658745,3.0,4.0,1.0,9.0,3.5,32.0,0.0
22.0,,,,,,0,0,0,1,,0,0,,10.5,34.6,22.0,29.0,5.0,0.0,,,,4,0.2777777777777778,4.25,1.923743070572264,,,,,,,
23.0,72.0,183.0,4.38,34.5,125.0,1,0,0,1,6.262382917466372,3,1,99.44538727148893,0.5,24.7,24.9,31.0,5.0,0.0,-0.8146030439485996,-1.252838052799531,-1.0337205483740657,7,0.5185185185185185,4.191304347826087,1.959661858470061,,,,,,,
23.0,74.0,188.0,4.34,35.0,128.0,1,1,0,3,6.823814107090529,3,1,105.98122300185564,0.5,24.7,24.9,31.0,5.0,0.0,0.098339466566765,-1.1356588297925074,-0.5186596816128711,7,0.5185185185185185,4.191304347826087,1.959661858470061,7.0,0.0,1.0,43.0,1.0,79.0,0.0
22.0,71.0,227.0,4.49,30.5,117.0,1,1,0,3,4.178075384999995,3,1,111.704453672519,24.3,43.3,20.2,4.0,5.0,0.0,-1.271074299206282,-0.2216608903377234,-0.7463675947720028,5,0.3424657534246575,4.166666666666667,1.8347152500215944,1.0,7.0,7.5,33.0,11.5,58.0,0.0
22.0,70.0,197.0,4.47,,122.0,1,1,0,3,6.00227938771227,2,0,98.6884048469653,16.8,41.1,25.6,40.0,5.0,0.0,-1.7275455544639642,-0.924736228379865,-1.3261408914219146,4,0.2777777777777778,4.557692307692308,1.8933678007611927,1.0,0.0,0.0,32.0,2.5,48.0,0.0
22.0,76.0,315.0,5.21,25.5,104.0,1,1,0,3,2.788052707050249,3,1,85.50463477023833,11.0,28.3,17.6,9.0,5.0,0.0,-0.5685771052367812,0.032041116478568,-0.2682679943791066,3,0.4615384615384615,3.989189189189189,2.0955158885135967,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25.0,,,,,,0,1,0,3,,0,0,,16.9,32.1,16.0,15.0,5.0,0.0,,,,5,0.3571428571428571,4.166666666666667,1.8347152500215944,1.0,0.0,2.0,55.0,7.0,75.0,0.0
22.0,71.0,186.0,4.48,,,1,0,0,2,6.605445832925668,1,0,92.348720768202,2.3,27.2,23.9,121.0,5.0,0.0,-1.271074299206282,-1.182530518995317,-1.2268024091007996,7,0.5,4.191304347826087,1.959661858470061,,,,,,,
21.0,70.0,199.0,4.48,34.5,121.0,1,1,0,3,5.083988294615182,6,1,98.80320125200107,18.1,35.1,16.9,52.0,4.0,0.0,-1.7275455544639642,-0.8778645391770556,-1.30270504682051,7,0.4761904761904761,4.191304347826087,1.959661858470061,0.0,0.0,0.0,19.0,0.0,24.0,0.0
21.0,79.0,331.0,,25.0,104.0,1,1,0,3,0.0,2,0,,5.5,24.5,20.9,3.0,4.0,0.0,2.3806957428551767,2.2156669482083675,2.298181345531772,6,0.4285714285714285,4.179775280898877,1.8742380133658745,2.0,0.0,1.5,13.0,5.0,37.0,0.0
22.0,72.0,197.0,4.35,42.0,136.0,1,1,0,3,9.12441988526405,3,1,110.03711465998263,11.2,33.8,24.2,18.0,5.0,0.0,-0.8146030439485996,-0.924736228379865,-0.8696696361642323,4,0.273972602739726,4.25,1.923743070572264,8.0,0.0,0.5,25.0,0.5,38.0,0.0
23.0,75.0,344.0,,27.0,,1,0,0,3,2.9916048684658185,1,0,,28.3,46.8,18.6,6.0,5.0,0.0,-1.247388547203139,2.4479412989627627,0.6002763758798119,3,0.5357142857142857,3.989189189189189,2.0955158885135967,,,,,,,
24.0,,,,,,0,1,0,3,,0,0,,4.5,42.5,37.7,80.0,5.0,0.0,,,,6,0.410958904109589,3.8472222222222223,2.0872498397613364,0.0,1.0,4.5,13.0,8.0,19.0,0.0
21.0,,,,,,0,1,0,3,,0,0,,4.1,28.0,25.6,14.0,4.0,0.0,,,,7,0.4861111111111111,4.191304347826087,1.959661858470061,0.0,0.0,0.0,6.0,3.5,8.0,0.0
22.0,75.0,254.0,4.55,33.5,127.0,1,1,0,3,5.643054673174141,3,1,118.52722745259749,5.1,32.6,27.9,1.0,5.0,0.0,0.5548107218244475,0.411106913900204,0.4829588178623257,9,0.6164383561643835,3.966666666666667,1.9700843872781693,0.0,7.0,6.5,41.0,11.5,60.0,0.0
22.0,72.0,194.0,,,,1,1,0,3,,0,0,,32.0,41.4,10.3,3.0,5.0,0.0,-0.8146030439485996,-0.9950437621840792,-0.9048234030663392,4,0.2777777777777778,4.25,1.923743070572264,3.0,0.0,0.0,18.0,1.0,33.0,0.0
23.0,76.0,251.0,4.79,33.5,120.0,1,0,0,1,5.187455584532591,6,1,95.35899459349304,,,,,5.0,0.0,1.0112819770821295,0.3407993800959898,0.6760406785890598,5,0.3571428571428571,4.166666666666667,1.8347152500215944,,,,,,,
22.0,72.0,238.0,4.57,37.0,119.0,1,1,0,3,6.222405338683191,5,1,109.12949674489796,5.9,32.6,26.8,79.0,5.0,0.0,-0.8146030439485996,0.0361334002777284,-0.3892348218354355,9,0.6122448979591836,3.966666666666667,1.9700843872781693,1.0,2.0,0.0,40.0,5.5,54.0,0.0
22.0,77.0,326.0,5.16,27.0,108.0,1,1,0,3,1.1165501653870398,6,1,91.97055118027606,21.0,33.9,14.9,2.0,5.0,0.0,1.467753232339812,2.098487725201344,1.783120478770578,6,0.4285714285714285,4.179775280898877,1.8742380133658745,4.0,2.0,4.0,30.0,12.5,50.0,0.0
22.0,77.0,313.0,4.95,,,1,1,0,3,1.5436408647032325,1,0,104.26859882543128,26.0,40.8,16.3,34.0,5.0,0.0,1.467753232339812,1.7938217453830825,1.6307874888614473,6,0.4285714285714285,4.179775280898877,1.8742380133658745,2.0,10.0,5.0,22.0,8.5,40.0,0.0
24.0,,,,,,0,1,0,2,,0,0,,-3.7,25.7,27.9,76.0,5.0,0.0,,,,6,0.410958904109589,4.179775280898877,1.8742380133658745,0.0,2.0,5.5,23.0,12.5,61.0,0.0
24.0,,,,,,0,1,0,3,,0,0,,16.8,41.1,25.6,40.0,5.0,0.0,,,,5,0.3472222222222222,4.166666666666667,1.8347152500215944,1.0,15.0,6.0,56.0,10.0,85.0,0.0
23.0,75.0,237.0,4.66,35.0,126.0,1,1,0,3,5.7873023790924405,4,1,100.51587901150954,15.2,37.2,20.7,47.0,5.0,0.0,0.5548107218244475,0.0126975556763237,0.2837541387503856,5,0.3472222222222222,4.166666666666667,1.8347152500215944,6.0,2.0,8.0,63.0,22.0,107.0,2.0
22.0,72.0,181.0,,,,1,1,0,3,,0,0,,15.9,20.6,5.5,46.0,5.0,0.0,-0.8146030439485996,-1.2997097420023405,-1.05715639297547,4,0.273972602739726,4.25,1.923743070572264,14.0,0.0,0.0,33.0,2.5,42.0,0.0
24.0,75.0,304.0,4.77,29.0,111.0,1,1,0,3,2.2293781257870613,3,1,117.44379143391964,32.0,41.4,10.3,3.0,5.0,0.0,0.5548107218244475,1.58289914397044,1.0688549328974437,6,0.4166666666666666,4.179775280898877,1.8742380133658745,1.0,2.0,2.5,15.0,7.0,34.0,0.0
23.0,75.0,226.0,4.42,34.0,126.0,1,1,0,3,5.4703038382273785,6,1,118.42662630048927,13.7,38.0,24.4,40.0,5.0,0.0,0.5548107218244475,-0.2450967349391281,0.1548569934426596,4,0.2721088435374149,4.25,1.923743070572264,4.0,1.0,0.0,32.0,2.0,55.0,0.0
24.0,77.0,313.0,5.35,30.0,107.0,1,1,0,3,5.465746648573871,5,1,76.41158443868015,9.9,35.6,26.1,36.0,5.0,0.0,0.1102343367295766,-0.1345726892099971,-0.0121691762402102,3,0.4615384615384615,3.989189189189189,2.0955158885135967,0.0,0.0,0.0,1.0,0.0,1.0,0.0
24.0,74.0,215.0,4.51,39.0,122.0,1,1,0,3,6.8790250911910285,5,1,103.93511192453306,16.4,40.3,24.7,11.0,5.0,0.0,0.098339466566765,-0.5028910255545801,-0.2022757794939075,7,0.5185185185185185,4.191304347826087,1.959661858470061,5.0,0.0,0.0,54.0,0.0,92.0,0.0
24.0,77.0,253.0,4.72,41.0,121.0,1,1,0,2,6.208908741476285,4,1,101.94889485425088,1.5,29.3,26.8,89.0,5.0,0.0,1.467753232339812,0.3876710692987993,0.9277121508193056,9,0.625,3.966666666666667,1.9700843872781693,0.0,3.0,4.5,13.0,8.5,28.0,0.0
21.0,75.0,248.0,,35.5,119.0,1,1,0,1,5.821924807376289,5,1,,,,,,4.0,0.0,0.5548107218244475,0.2704918462917757,0.4126512840581116,9,0.6428571428571429,3.966666666666667,1.9700843872781693,1.0,14.0,13.5,35.0,18.5,76.0,0.0
22.0,76.0,315.0,,,,1,0,0,2,,0,0,,2.3,27.2,23.9,121.0,5.0,0.0,-0.5685771052367812,0.032041116478568,-0.2682679943791066,3,0.588235294117647,3.989189189189189,2.0955158885135967,,,,,,,
23.0,,,,,,0,1,0,2,,0,0,,-15.8,17.7,34.3,125.0,5.0,0.0,,,,7,0.5,4.191304347826087,1.959661858470061,7.0,0.0,0.0,33.0,0.5,52.0,1.0
23.0,73.0,185.0,4.5,36.0,116.0,1,1,0,3,4.55916786230101,4,1,90.23014784331656,10.0,31.3,22.4,48.0,5.0,0.0,-0.3581317886909173,-1.2059663635967215,-0.7820490761438195,7,0.5,4.191304347826087,1.959661858470061,6.0,0.0,0.0,20.0,0.0,32.0,0.0
22.0,73.0,228.0,4.49,33.5,120.0,1,1,0,2,5.135151068808012,3,1,112.19654377680322,12.4,32.0,19.7,65.0,5.0,0.0,-0.3581317886909173,-0.1982250457363187,-0.278178417213618,5,0.3424657534246575,4.166666666666667,1.8347152500215944,6.0,3.0,5.0,65.0,7.5,105.0,0.0
24.0,,,,,,0,0,0,3,,0,0,,4.3,23.2,21.8,53.0,5.0,0.0,,,,3,0.5084745762711864,3.989189189189189,2.0955158885135967,,,,,,,
21.0,75.0,254.0,,36.5,127.0,1,1,0,3,6.509437253308308,2,0,,-0.6,32.3,33.4,56.0,4.0,0.0,0.5548107218244475,0.411106913900204,0.4829588178623257,5,0.3472222222222222,3.875,2.276693508870558,1.0,1.0,5.0,23.0,8.0,37.0,0.0
22.0,76.0,235.0,,,,1,1,0,3,,0,0,,12.0,38.3,26.3,34.0,5.0,0.0,1.0112819770821295,-0.0341741335264856,0.488553921777822,5,0.3424657534246575,4.166666666666667,1.8347152500215944,5.0,6.0,10.0,40.0,14.0,104.0,0.0
22.0,77.0,318.0,,27.5,111.0,1,1,0,3,4.822528095728496,2,0,,24.3,37.3,14.9,1.0,5.0,0.0,0.1102343367295766,0.2819618250114157,0.1960980808704962,3,0.588235294117647,3.989189189189189,2.0955158885135967,,,,,,,
23.0,76.0,257.0,,34.0,120.0,1,1,0,3,4.349088514879221,3,1,,24.3,43.3,20.2,4.0,5.0,0.0,1.0112819770821295,0.4814144477044181,0.746348212393274,6,0.410958904109589,3.8472222222222223,2.0872498397613364,3.0,6.0,6.0,21.0,9.5,35.0,0.0
23.0,75.0,299.0,5.1,33.0,115.0,1,0,0,3,8.231210315303759,5,1,88.39353036221691,7.4,34.4,27.8,77.0,5.0,0.0,-1.247388547203139,-1.3008693290299531,-1.274128938116546,3,0.4615384615384615,3.989189189189189,2.0955158885135967,,,,,,,
23.0,75.0,311.0,4.93,26.5,108.0,1,0,0,2,5.042676111786392,5,1,105.293777729797,1.0,29.6,27.9,115.0,5.0,0.0,-1.247388547203139,-0.3011864948985622,-0.7742875210508506,3,0.5084745762711864,3.989189189189189,2.0955158885135967,,,,,,,
22.0,,,,,,0,1,0,3,,0,0,,9.0,24.0,15.2,22.0,5.0,0.0,,,,9,0.6122448979591836,3.966666666666667,1.9700843872781693,4.0,3.0,1.0,20.0,7.5,28.0,0.0
24.0,73.0,236.0,4.56,39.5,128.0,1,1,0,3,7.0046641715882,3,1,109.16480114012876,16.4,40.3,24.7,11.0,5.0,0.0,-0.3581317886909173,-0.0107382889250809,-0.1844350388079991,5,0.3703703703703703,4.166666666666667,1.8347152500215944,2.0,0.0,3.0,53.0,6.0,83.0,1.0
22.0,74.0,230.0,4.51,34.5,118.0,1,1,0,3,5.072392118800767,3,1,111.18639880298886,15.6,34.5,18.8,15.0,5.0,0.0,0.098339466566765,-0.1513533565335093,-0.0265069449833721,5,0.3703703703703703,4.166666666666667,1.8347152500215944,2.0,9.0,9.5,42.0,18.5,83.0,0.0
23.0,,,4.71,41.5,127.0,1,0,0,1,6.455420992573896,6,1,,16.3,29.7,13.5,50.0,5.0,0.0,,,,6,0.4081632653061224,3.8472222222222223,2.0872498397613364,,,,,,,
22.0,,,,,,0,1,0,3,,0,0,,3.4,27.5,25.0,90.0,5.0,0.0,,,,4,0.2777777777777778,4.557692307692308,1.8933678007611927,2.0,0.0,1.0,49.0,5.5,72.0,0.0
24.0,74.0,185.0,4.44,42.5,131.0,1,1,0,1,8.392531767585357,3,1,95.20721110689456,,,,,5.0,0.0,0.098339466566765,-1.2059663635967215,-0.5538134485149783,4,0.2962962962962963,4.25,1.923743070572264,9.0,0.0,0.0,18.0,1.0,25.0,0.0
22.0,69.0,192.0,4.62,36.5,125.0,1,1,0,3,4.805280600462511,4,1,84.28752900674974,11.7,30.9,19.1,110.0,5.0,0.0,-2.184016809721647,-1.041915451386889,-1.6129661305542675,4,0.2721088435374149,4.25,1.923743070572264,1.0,0.0,0.0,21.0,1.0,26.0,0.0
23.0,76.0,285.0,4.78,31.5,116.0,1,1,0,3,3.2493631412044177,3,1,109.1850731064678,17.5,38.2,21.1,60.0,5.0,0.0,1.0112819770821295,1.1376180965437503,1.07445003681294,6,0.4285714285714285,4.179775280898877,1.8742380133658745,1.0,9.0,4.5,14.0,8.0,28.0,0.0
21.0,77.0,315.0,,,,1,1,0,3,,0,0,,15.9,36.8,21.7,10.0,4.0,0.0,0.1102343367295766,0.032041116478568,0.0711377266040723,3,0.588235294117647,3.989189189189189,2.0955158885135967,0.0,0.0,0.0,1.0,0.0,1.0,0.0
22.0,73.0,166.0,4.35,37.5,131.0,1,1,0,3,7.637142105233403,3,1,92.72162961196508,15.4,35.1,19.9,5.0,5.0,0.0,-0.3581317886909173,-1.6512474110234114,-1.0046895998571643,7,0.4794520547945205,4.191304347826087,1.959661858470061,10.0,0.0,0.0,20.0,1.0,39.0,3.0
22.0,,,,,,0,1,0,3,,0,0,,19.3,36.5,18.0,34.0,5.0,0.0,,,,4,0.2962962962962963,4.25,1.923743070572264,4.0,0.0,0.0,24.0,1.5,35.0,0.0
24.0,,,,,,0,1,0,2,,0,0,,3.1,31.1,29.9,22.0,5.0,0.0,,,,6,0.4166666666666666,4.179775280898877,1.8742380133658745,0.0,1.0,0.0,1.0,1.0,2.0,0.0
25.0,,,,,,0,1,0,2,,0,0,,-3.5,18.3,22.9,111.0,5.0,0.0,,,,4,0.273972602739726,4.25,1.923743070572264,3.0,0.0,0.0,17.0,2.0,25.0,2.0
22.0,72.0,194.0,4.31,38.5,128.0,1,1,0,3,6.164485456682663,6,1,112.44046810110868,19.1,30.8,12.1,11.0,5.0,0.0,-0.8146030439485996,-0.9950437621840792,-0.9048234030663392,4,0.2721088435374149,4.25,1.923743070572264,4.0,1.0,0.0,14.0,0.0,20.0,2.0
23.0,,,,,,0,1,0,3,,0,0,,8.6,32.8,24.7,62.0,5.0,0.0,,,,4,0.273972602739726,4.25,1.923743070572264,9.0,0.0,0.0,34.0,3.0,46.0,0.0
21.0,73.0,230.0,4.65,38.5,,1,1,0,3,6.12314621726039,2,0,98.38888074105968,-2.4,27.5,29.7,26.0,4.0,0.0,-0.3581317886909173,-0.1513533565335093,-0.2547425726122133,5,0.3401360544217687,4.166666666666667,1.8347152500215944,0.0,3.0,1.0,42.0,5.0,86.0,0.0
23.0,77.0,282.0,,,,1,1,0,3,,0,0,,14.4,29.3,15.4,44.0,5.0,0.0,1.467753232339812,1.067310562739536,1.267531897539674,6,0.4166666666666666,4.179775280898877,1.8742380133658745,0.0,3.0,1.0,21.0,2.5,27.0,0.0
22.0,,,,,,0,0,0,1,,0,0,,,,,,5.0,0.0,,,,1,0.0684931506849315,5.833333333333333,1.19341628287971,,,,,,,
22.0,71.0,185.0,,,,1,0,0,3,,0,0,,19.8,43.3,23.9,1.0,5.0,0.0,-1.271074299206282,-1.2059663635967215,-1.238520331401502,1,0.0680272108843537,5.384615384615385,1.12089707663561,,,,,,,
21.0,80.0,337.0,,,,1,0,0,3,,0,0,,26.0,40.9,15.6,1.0,4.0,0.0,2.14666866262865,1.8647929790527844,2.0057308208407174,3,0.5084745762711864,3.989189189189189,2.0955158885135967,,,,,,,
22.0,74.0,237.0,4.76,32.0,117.0,1,1,0,3,4.352779783521502,6,1,92.33163600286856,-2.6,23.8,24.7,30.0,5.0,0.0,0.098339466566765,0.0126975556763237,0.0555185111215444,5,0.3571428571428571,4.166666666666667,1.8347152500215944,3.0,5.0,2.5,95.0,11.5,172.0,0.0
23.0,71.0,200.0,4.6,40.5,126.0,1,1,0,3,6.870106569549429,3,1,89.33644462391146,26.2,45.0,18.2,52.0,5.0,0.0,-1.271074299206282,-0.8544286945756508,-1.0627514968909664,4,0.2962962962962963,4.25,1.923743070572264,1.0,2.0,4.5,47.0,5.0,79.0,0.0
24.0,78.0,316.0,,33.0,107.0,1,0,0,3,2.27717421787252,2,0,,11.4,23.6,14.4,23.0,5.0,0.0,1.9242244875974943,1.8641292791872963,1.8941768833923955,9,0.625,3.966666666666667,1.9700843872781693,,,,,,,
23.0,76.0,257.0,4.57,30.5,121.0,1,1,0,3,4.30419481142287,3,1,117.8415153925999,5.5,35.8,28.9,72.0,5.0,0.0,1.0112819770821295,0.4814144477044181,0.746348212393274,9,0.6428571428571429,3.966666666666667,1.9700843872781693,1.0,3.0,7.0,28.0,13.0,42.0,0.0
24.0,,,,,,0,1,0,3,,0,0,,20.1,29.8,10.8,35.0,5.0,0.0,,,,7,0.4861111111111111,4.191304347826087,1.959661858470061,8.0,1.0,0.0,21.0,0.0,27.0,0.0
21.0,75.0,255.0,,,,1,1,0,3,,0,0,,2.9,40.6,36.0,31.0,4.0,0.0,0.5548107218244475,0.4345427585016087,0.4946767401630281,9,0.6164383561643835,3.966666666666667,1.9700843872781693,1.0,3.0,8.5,27.0,11.0,40.0,0.0
22.0,74.0,233.0,4.6,35.0,121.0,1,1,0,3,5.447041305548653,5,1,104.07695798685684,21.6,44.2,24.3,55.0,5.0,0.0,0.098339466566765,-0.0810458227292951,0.0086468219187349,5,0.3571428571428571,4.166666666666667,1.8347152500215944,5.0,5.0,2.0,45.0,8.5,88.0,0.0
22.0,,,4.65,32.5,122.0,1,1,0,3,5.683979613918007,6,1,,1.6,24.3,22.8,29.0,5.0,0.0,,,,5,0.3401360544217687,4.166666666666667,1.8347152500215944,1.0,5.0,2.0,50.0,9.0,90.0,0.0
22.0,70.0,192.0,,,,1,1,0,3,,0,0,,2.5,27.4,24.7,49.0,5.0,0.0,-1.7275455544639642,-1.041915451386889,-1.3847305029254264,4,0.273972602739726,4.25,1.923743070572264,3.0,0.0,1.0,25.0,1.5,34.0,0.0
21.0,70.0,207.0,4.62,33.5,116.0,1,1,0,3,3.517922033371373,4,1,90.87249221040206,16.7,30.0,15.2,31.0,4.0,0.0,-1.7275455544639642,-0.6903777823658178,-1.208961668414891,4,0.2857142857142857,4.557692307692308,1.8933678007611927,3.0,2.0,1.0,43.0,3.0,65.0,0.0
21.0,,,,,,0,1,0,3,,0,0,,10.3,32.6,21.1,15.0,4.0,0.0,,,,9,0.625,3.966666666666667,1.9700843872781693,2.0,5.0,4.5,25.0,11.0,36.0,0.0
23.0,72.0,195.0,,37.5,125.0,1,1,0,3,5.202375514140975,3,1,,4.5,42.5,37.7,80.0,5.0,0.0,-0.8146030439485996,-0.9716079175826744,-0.8931054807656371,4,0.273972602739726,4.25,1.923743070572264,7.0,0.0,0.0,51.0,1.0,70.0,0.0
21.0,78.0,310.0,4.88,31.0,110.0,1,1,0,3,2.95122369825273,5,1,109.32321662512231,10.4,39.6,29.5,3.0,4.0,0.0,1.9242244875974943,1.7235142115788684,1.8238693495881813,6,0.410958904109589,3.8472222222222223,2.0872498397613364,1.0,4.0,2.0,21.0,3.5,50.0,0.0
23.0,,,,,,0,0,0,1,,0,0,,,,,,5.0,0.0,,,,3,0.4615384615384615,3.989189189189189,2.0955158885135967,,,,,,,
22.0,77.0,313.0,,,,1,0,0,3,,0,0,,9.4,27.3,19.5,49.0,5.0,0.0,0.1102343367295766,-0.1345726892099971,-0.0121691762402102,3,0.4615384615384615,3.989189189189189,2.0955158885135967,,,,,,,
21.0,74.0,213.0,,,,1,1,0,3,,0,0,,33.1,48.9,17.7,3.0,4.0,0.0,0.098339466566765,-0.5497627147573895,-0.2257116240953122,4,0.2857142857142857,4.557692307692308,1.8933678007611927,6.0,1.0,1.0,32.0,3.0,56.0,0.0
22.0,,,,,,0,1,0,3,,0,0,,3.3,32.2,29.0,65.0,5.0,0.0,,,,5,0.3401360544217687,4.166666666666667,1.8347152500215944,0.0,1.0,1.0,35.0,5.0,61.0,1.0
21.0,,,,,,0,1,0,3,,0,0,,9.0,24.0,15.2,22.0,4.0,0.0,,,,4,0.2721088435374149,4.25,1.923743070572264,9.0,0.0,0.0,8.0,0.0,12.0,0.0
23.0,,,,,,0,0,0,1,,0,0,,,,,,5.0,0.0,,,,7,0.4861111111111111,4.191304347826087,1.959661858470061,,,,,,,
21.0,78.0,266.0,4.68,30.0,115.0,1,0,0,3,3.6538364349710544,4,1,110.8991506484534,12.8,32.6,20.2,32.0,4.0,0.0,1.9242244875974943,0.6923370491170606,1.3082807683572777,6,0.4081632653061224,3.8472222222222223,2.0872498397613364,,,,,,,
22.0,75.0,215.0,,32.0,,1,1,0,3,4.587832782915136,4,1,,19.8,43.3,23.9,1.0,5.0,0.0,0.5548107218244475,-0.5028910255545801,0.0259598481349336,4,0.2721088435374149,4.25,1.923743070572264,1.0,0.0,0.0,5.0,1.5,13.0,0.0
21.0,71.0,197.0,4.52,41.0,133.0,1,1,0,2,6.253929419647602,6,1,94.39358543190409,3.2,24.6,20.8,76.0,4.0,0.0,-1.271074299206282,-0.924736228379865,-1.0979052637930735,7,0.5,4.191304347826087,1.959661858470061,5.0,0.0,0.0,43.0,4.0,59.0,0.0
