age,height,weight,40_yard,vertical,broad_jump,combine_invite,has_college_stats,age_estimated,conference_tier,ras_score,ras_drills_used,ras_reliable,speed_score,college_sp_plus,college_sp_offense,college_sp_defense,college_sos,years_in_college,is_underclassman,height_z,weight_z,size_score,positional_value_prior,positional_value_adjusted,position_historical_round_avg,position_historical_round_std,def_pd,def_qb_hur,def_sacks,def_solo,def_tfl,def_tot,defensive_td
22.0,72.0,199.0,4.5,33.5,120.0,1,1,0,3,4.883016100997688,4,1,97.05837524767566,4.0,27.4,22.9,66.0,5.0,0.0,-0.8146030439485996,-0.8778645391770556,-0.8462337915628276,7,0.5,4.191304347826087,1.959661858470061,8.0,1.0,0.0,31.0,1.0,49.0,2.0
22.0,74.0,238.0,4.39,41.5,128.0,1,1,0,3,8.04634615245368,3,1,128.1589296827838,35.3,37.2,3.7,8.0,5.0,0.0,0.098339466566765,0.0361334002777284,0.0672364334222467,5,0.3424657534246575,3.875,2.276693508870558,1.0,1.0,3.0,14.0,7.0,18.0,0.0
23.0,77.0,330.0,5.31,23.5,101.0,1,0,0,3,1.6970099836295471,4,1,83.01677368700655,10.4,39.6,29.5,3.0,5.0,0.0,0.1102343367295766,1.2816446591428066,0.6959394979361916,3,0.5660377358490566,3.989189189189189,2.0955158885135967,,,,,,,
24.0,77.0,250.0,4.74,33.5,118.0,1,1,0,3,4.438493527994102,5,1,99.0504921249849,-1.2,25.5,25.6,55.0,5.0,0.0,1.467753232339812,0.3173635354945851,0.8925583839171987,9,0.6164383561643835,3.966666666666667,1.9700843872781693,2.0,6.0,3.5,24.0,5.0,50.0,0.0
22.0,,,,,,0,0,0,1,,0,0,,,,,,5.0,0.0,,,,9,0.6122448979591836,3.966666666666667,1.9700843872781693,,,,,,,
21.0,78.0,312.0,5.11,32.0,109.0,1,0,0,1,5.917953574419319,3,1,91.5168343654649,,,,,4.0,0.0,0.7890457786959345,-0.2178795920542796,0.2855830933208274,3,0.4615384615384615,3.989189189189189,2.0955158885135967,,,,,,,
21.0,75.0,259.0,,36.5,120.0,1,1,0,3,5.167193020772882,3,1,,-1.3,21.3,23.3,13.0,4.0,0.0,0.5548107218244475,0.5282861369072276,0.5415484293658375,9,0.6428571428571429,3.966666666666667,1.9700843872781693,2.0,6.0,4.5,30.0,13.5,57.0,0.0
23.0,74.0,291.0,,31.5,113.0,1,1,0,3,2.7218131771854885,2,0,,22.0,33.7,13.5,30.0,5.0,0.0,0.098339466566765,1.2782331641521787,0.6882863153594719,6,0.4285714285714285,4.179775280898877,1.8742380133658745,0.0,3.0,4.0,8.0,4.0,18.0,0.0
23.0,,,,,,0,1,0,3,,0,0,,-1.1,30.6,31.7,51.0,5.0,0.0,,,,6,0.4081632653061224,3.8472222222222223,2.0872498397613364,1.0,2.0,4.0,12.0,6.0,30.0,0.0
22.0,76.0,324.0,,,,1,1,0,3,8.417249790315305,1,0,,9.4,37.7,27.8,76.0,5.0,0.0,1.0112819770821295,2.0516160359985345,1.531449006540332,6,0.4166666666666666,4.179775280898877,1.8742380133658745,2.0,2.0,2.0,15.0,5.0,27.0,0.0
22.0,72.0,225.0,4.39,35.5,126.0,1,1,0,3,7.013444062118788,4,1,121.15865201103512,5.1,32.6,27.9,1.0,5.0,0.0,-0.8146030439485996,-0.2685325795405329,-0.5415678117445663,5,0.3424657534246575,4.166666666666667,1.8347152500215944,3.0,2.0,2.5,51.0,3.5,92.0,0.0
23.0,80.0,316.0,5.21,,106.0,1,1,0,1,4.310816082130421,4,1,85.77607805522321,,,,,5.0,0.0,2.14666866262865,0.1153480193228506,1.1310083409757503,3,0.588235294117647,3.989189189189189,2.0955158885135967,0.0,0.0,0.0,1.0,0.0,1.0,0.0
22.0,,,,,,0,0,0,2,,0,0,,-4.6,31.6,35.2,86.0,5.0,0.0,,,,3,0.5660377358490566,3.989189189189189,2.0955158885135967,,,,,,,
23.0,78.0,240.0,4.59,35.0,119.0,1,1,0,2,4.858809485055479,6,1,108.14102837804649,4.2,33.2,29.1,72.0,5.0,0.0,1.9242244875974943,0.0830050894805379,1.003614788539016,9,0.6122448979591836,3.966666666666667,1.9700843872781693,2.0,3.0,9.0,26.0,13.5,39.0,0.0
22.0,,,,,,0,1,0,3,,0,0,,6.0,24.7,18.9,28.0,5.0,0.0,,,,6,0.4081632653061224,3.8472222222222223,2.0872498397613364,3.0,5.0,8.5,24.0,12.5,42.0,0.0
22.0,72.0,207.0,,31.0,112.0,1,1,0,3,2.317644872591484,3,1,,-0.1,30.6,28.7,25.0,5.0,0.0,-0.8146030439485996,-0.6903777823658178,-0.7524904131572088,4,0.2962962962962963,4.25,1.923743070572264,7.0,1.0,1.0,41.0,2.5,77.0,0.0
22.0,80.0,331.0,5.13,29.0,,1,0,0,3,5.029663003510432,3,1,95.58473247835772,-7.8,25.6,32.2,50.0,5.0,0.0,2.14666866262865,1.3649515619870891,1.7558101123078695,3,0.4615384615384615,3.989189189189189,2.0955158885135967,,,,,,,
21.0,72.0,229.0,4.5,35.0,125.0,1,1,0,3,5.408583302230924,4,1,111.69029111415942,33.1,48.9,17.7,3.0,4.0,0.0,-0.8146030439485996,-0.174789201134914,-0.4946961225417568,5,0.3571428571428571,4.166666666666667,1.8347152500215944,2.0,1.0,2.5,28.0,8.0,69.0,0.0
21.0,,,,,,0,1,0,3,,0,0,,28.3,46.8,18.6,6.0,4.0,0.0,,,,4,0.2721088435374149,4.25,1.923743070572264,9.0,2.0,0.0,16.0,2.0,29.0,1.0
22.0,73.0,198.0,4.45,36.5,121.0,1,0,0,3,6.335295393406151,6,1,100.98459823900774,1.6,30.0,28.4,61.0,5.0,0.0,-0.3581317886909173,-0.9013003837784604,-0.6297160862346888,7,0.4761904761904761,4.191304347826087,1.959661858470061,,,,,,,
22.0,77.0,268.0,,35.5,,1,1,0,3,5.850409626780878,4,1,,3.3,32.2,29.0,65.0,5.0,0.0,1.467753232339812,0.7392087383198701,1.103480985329841,9,0.6122448979591836,3.966666666666667,1.9700843872781693,0.0,1.0,5.0,17.0,10.5,25.0,0.0
24.0,76.0,233.0,4.43,34.5,119.0,1,0,0,3,5.462915235564106,3,1,120.99599959907756,7.4,34.4,27.8,77.0,5.0,0.0,1.0112819770821295,-0.0810458227292951,0.4651180771764173,5,0.3703703703703703,4.166666666666667,1.8347152500215944,,,,,,,
20.0,76.0,331.0,5.13,28.0,109.0,1,0,0,3,5.039349603667879,6,1,95.58473247835772,18.1,35.1,16.9,52.0,3.0,1.0,-0.5685771052367812,1.3649515619870891,0.3981872283751539,3,0.5357142857142857,3.989189189189189,2.0955158885135967,,,,,,,
22.0,72.0,194.0,4.36,31.5,123.0,1,1,0,2,5.48043439432712,3,1,107.37069605206882,8.7,30.3,21.2,101.0,5.0,0.0,-0.8146030439485996,-0.9950437621840792,-0.9048234030663392,4,0.2777777777777778,4.557692307692308,1.8933678007611927,4.0,0.0,0.0,35.0,6.0,59.0,0.0
22.0,76.0,290.0,4.89,,,1,1,0,3,2.189828732986953,1,0,101.43610324634464,16.8,41.1,25.6,40.0,5.0,0.0,1.0112819770821295,1.254797319550774,1.1330396483164518,6,0.4166666666666666,4.179775280898877,1.8742380133658745,0.0,2.0,5.5,11.0,11.0,23.0,0.0
22.0,74.0,238.0,4.58,39.5,122.0,1,0,0,2,5.872240679504664,6,1,108.1795176558647,-3.2,29.9,33.0,127.0,5.0,0.0,0.098339466566765,0.0361334002777284,0.0672364334222467,5,0.3401360544217687,4.166666666666667,1.8347152500215944,,,,,,,
22.0,76.0,313.0,5.16,34.5,115.0,1,0,0,3,6.415255418149686,4,1,88.30301386327119,-13.4,17.0,28.6,30.0,5.0,0.0,-0.5685771052367812,-0.1345726892099971,-0.3515748972233891,3,0.5660377358490566,3.989189189189189,2.0955158885135967,,,,,,,
24.0,76.0,310.0,,23.5,109.0,1,1,0,3,0.0,3,1,,26.0,40.9,15.6,1.0,5.0,0.0,1.0112819770821295,1.7235142115788684,1.367398094330499,6,0.4166666666666666,4.179775280898877,1.8742380133658745,0.0,6.0,8.0,16.0,9.5,46.0,0.0
24.0,76.0,313.0,5.23,30.5,103.0,1,1,0,3,0.8528579658485818,6,1,83.66957784185071,2.2,25.9,24.1,2.0,5.0,0.0,1.0112819770821295,1.7938217453830825,1.402551861232606,6,0.4081632653061224,4.179775280898877,1.8742380133658745,0.0,5.0,0.0,13.0,3.0,26.0,0.0
22.0,,,,,,0,1,0,3,,0,0,,-1.0,27.2,27.8,39.0,5.0,0.0,,,,1,0.0680272108843537,5.833333333333333,1.19341628287971,,,,,,,
23.0,76.0,244.0,4.72,38.0,126.0,1,0,0,1,5.168814587726052,5,1,98.32225432583878,-4.1,25.5,31.2,2.0,5.0,0.0,1.0112819770821295,0.1767484678861568,0.5940152224841433,9,0.6428571428571429,3.966666666666667,1.9700843872781693,,,,,,,
23.0,,,,,,0,0,0,3,,0,0,,15.9,20.6,5.5,46.0,5.0,0.0,,,,4,0.273972602739726,4.25,1.923743070572264,,,,,,,
24.0,,,,,,0,1,0,3,,0,0,,25.0,37.9,14.6,16.0,5.0,0.0,,,,5,0.3571428571428571,4.166666666666667,1.8347152500215944,0.0,5.0,4.0,11.0,7.0,23.0,0.0
22.0,76.0,241.0,4.52,32.0,122.0,1,1,0,3,4.91056502908707,3,1,115.47641669588263,32.0,41.4,10.3,3.0,5.0,0.0,1.0112819770821295,0.1064409340819426,0.5588614555820361,5,0.3472222222222222,4.166666666666667,1.8347152500215944,1.0,3.0,1.5,29.0,4.5,49.0,0.0
23.0,73.0,201.0,4.59,,,1,1,0,3,5.420768074405529,1,0,90.56811126661394,9.4,37.7,27.8,76.0,5.0,0.0,-0.3581317886909173,-0.8309928499742462,-0.5945623193325817,4,0.2777777777777778,4.25,1.923743070572264,6.0,1.0,0.0,39.0,2.0,53.0,0.0
24.0,71.0,194.0,4.48,,,1,1,0,3,6.605445832925668,1,0,96.3207087582322,13.6,37.7,22.9,23.0,5.0,0.0,-1.271074299206282,-0.9950437621840792,-1.1330590306951809,7,0.5,4.191304347826087,1.959661858470061,9.0,0.0,0.0,21.0,3.0,33.0,0.0
23.0,,,,32.5,119.0,1,1,0,3,4.619371696410719,3,1,,12.8,32.6,20.2,32.0,5.0,0.0,,,,6,0.4081632653061224,3.8472222222222223,2.0872498397613364,1.0,5.0,4.5,27.0,14.5,45.0,0.0
22.0,76.0,327.0,5.46,29.0,99.0,1,1,0,3,0.0,5,1,73.5880301309438,2.2,25.9,24.1,2.0,5.0,0.0,1.0112819770821295,2.1219235698027488,1.5666027734424393,6,0.4081632653061224,4.179775280898877,1.8742380133658745,1.0,3.0,0.0,3.0,2.0,10.0,0.0
23.0,72.0,195.0,4.33,38.0,122.0,1,1,0,2,6.328275213655374,4,1,110.94635065662436,3.7,25.5,21.7,128.0,5.0,0.0,-0.8146030439485996,-0.9716079175826744,-0.8931054807656371,7,0.5185185185185185,4.191304347826087,1.959661858470061,18.0,0.0,0.0,32.0,2.0,41.0,0.0
22.0,,,,,,0,0,0,1,,0,0,,,,,,5.0,0.0,,,,7,0.5185185185185185,4.191304347826087,1.959661858470061,,,,,,,
24.0,72.0,199.0,4.49,41.5,121.0,1,1,0,3,6.964053331835358,3,1,97.9259307525607,13.3,35.4,20.9,35.0,5.0,0.0,-0.8146030439485996,-0.8778645391770556,-0.8462337915628276,4,0.2857142857142857,4.633333333333334,1.884296874869689,6.0,1.0,0.0,35.0,5.0,60.0,0.0
21.0,71.0,197.0,4.53,36.0,120.0,1,1,0,3,5.044880948765079,6,1,93.56284385464632,26.5,38.7,12.2,48.0,4.0,0.0,-1.271074299206282,-0.924736228379865,-1.0979052637930735,7,0.4761904761904761,4.191304347826087,1.959661858470061,1.0,0.0,0.0,6.0,2.0,6.0,0.0
23.0,78.0,311.0,5.12,28.0,111.0,1,1,0,3,1.3622163083969645,6,1,90.51291272044182,32.4,47.7,14.6,40.0,5.0,0.0,1.9242244875974943,1.746950056180273,1.835587271888884,6,0.4285714285714285,4.179775280898877,1.8742380133658745,0.0,4.0,0.5,18.0,3.0,45.0,0.0
23.0,76.0,259.0,4.88,32.0,114.0,1,1,0,3,4.300615582280569,6,1,91.3377842126022,6.0,24.7,18.9,28.0,5.0,0.0,1.0112819770821295,0.5282861369072276,0.7697840569946787,6,0.4081632653061224,3.8472222222222223,2.0872498397613364,2.0,12.0,7.5,22.0,14.0,34.0,0.0
22.0,,,,,,0,1,0,3,,0,0,,33.1,48.9,17.7,3.0,5.0,0.0,,,,6,0.4285714285714285,4.179775280898877,1.8742380133658745,3.0,1.0,2.5,10.0,5.0,23.0,0.0
22.0,76.0,304.0,4.91,33.0,112.0,1,0,0,3,7.893183845235603,6,1,104.6110619405062,9.0,24.0,15.2,22.0,5.0,0.0,-0.5685771052367812,-0.8843348148085403,-0.7264559600226608,3,0.5357142857142857,3.989189189189189,2.0955158885135967,,,,,,,
22.0,78.0,313.0,,,,1,0,0,1,,0,0,,,,,,5.0,0.0,0.7890457786959345,-0.1345726892099971,0.3272365447429687,3,0.5084745762711864,3.989189189189189,2.0955158885135967,,,,,,,
,,,,,,0,1,0,3,,0,0,,7.8,41.7,35.0,57.0,,,,,,6,0.410958904109589,4.179775280898877,1.8742380133658745,2.0,0.0,0.0,6.0,1.0,14.0,0.0
22.0,,,,,,0,1,0,2,,0,0,,3.5,29.5,24.4,86.0,5.0,0.0,,,,4,0.2857142857142857,6.5,0.7071067811865476,4.0,0.0,0.0,44.0,0.5,66.0,1.0
23.0,73.0,205.0,4.44,36.0,132.0,1,1,0,2,6.593271413688036,6,1,105.49988257791016,-2.5,24.6,25.2,42.0,5.0,0.0,-0.3581317886909173,-0.7372494715686273,-0.5476906301297723,7,0.5,4.191304347826087,1.959661858470061,13.0,0.0,0.0,26.0,1.0,38.0,0.0
23.0,72.0,186.0,4.49,37.5,130.0,1,1,0,3,7.031223032375491,3,1,91.5287593968658,6.8,31.1,26.0,4.0,5.0,0.0,-0.8146030439485996,-1.182530518995317,-0.9985667814719584,4,0.2962962962962963,4.25,1.923743070572264,12.0,1.0,0.5,32.0,2.5,43.0,0.0
22.0,70.0,196.0,4.79,32.5,128.0,1,1,0,3,4.213174699925911,5,1,74.46359737181129,19.1,30.8,12.1,11.0,5.0,0.0,-1.7275455544639642,-0.9481720729812696,-1.337858813722617,4,0.2721088435374149,4.25,1.923743070572264,4.0,0.0,0.0,16.0,1.0,26.0,0.0
23.0,71.0,197.0,4.49,34.5,129.0,1,0,0,3,5.690587005368988,6,1,96.94175054399226,19.8,43.3,23.9,1.0,5.0,0.0,-1.271074299206282,-0.924736228379865,-1.0979052637930735,4,0.2721088435374149,4.25,1.923743070572264,,,,,,,
22.0,75.0,306.0,5.26,32.5,111.0,1,1,0,3,5.463102473644359,3,1,79.9481549529372,12.0,38.3,26.3,34.0,5.0,0.0,-1.247388547203139,-0.717721009119975,-0.982554778161557,3,0.5660377358490566,3.989189189189189,2.0955158885135967,,,,,,,
23.0,73.0,193.0,4.45,39.0,127.0,1,1,0,3,7.188379889474955,3,1,98.43448212186108,12.7,16.0,5.1,21.0,5.0,0.0,-0.3581317886909173,-1.018479606785484,-0.6883056977382006,4,0.273972602739726,4.25,1.923743070572264,10.0,1.0,0.0,30.0,1.0,45.0,0.0
23.0,,,,,,0,0,0,3,,0,0,,8.5,34.6,28.4,31.0,5.0,0.0,,,,7,0.4861111111111111,4.191304347826087,1.959661858470061,,,,,,,
24.0,76.0,247.0,4.48,30.0,123.0,1,1,0,3,4.726097403189831,3,1,122.63512919218223,35.3,37.2,3.7,8.0,5.0,0.0,1.0112819770821295,0.2470560016903709,0.6291689893862503,5,0.3424657534246575,3.875,2.276693508870558,0.0,2.0,1.5,11.0,1.5,18.0,0.0
23.0,76.0,306.0,5.2,27.5,104.0,1,0,0,1,4.949690696212774,6,1,83.70242638563074,21.0,38.3,17.3,8.0,5.0,0.0,-0.5685771052367812,-0.717721009119975,-0.6431490571783781,3,0.5357142857142857,3.989189189189189,2.0955158885135967,,,,,,,
24.0,71.0,175.0,4.39,36.5,134.0,1,1,0,3,7.58783360778332,3,1,94.23450711969396,6.4,28.5,22.8,74.0,5.0,0.0,-1.271074299206282,-1.4403248096107688,-1.3556995544085253,4,0.2857142857142857,4.25,1.923743070572264,11.0,0.0,0.0,19.0,1.5,34.0,0.0
23.0,71.0,193.0,4.41,43.0,133.0,1,1,0,1,7.014799964791642,6,1,102.05468505588796,1.6,28.5,26.7,3.0,5.0,0.0,-1.271074299206282,-1.018479606785484,-1.144776952995883,4,0.2721088435374149,4.25,1.923743070572264,0.0,0.0,0.0,2.0,0.0,3.0,1.0
23.0,,,,,,0,0,0,1,,0,0,,,,,,5.0,0.0,,,,6,0.4285714285714285,4.179775280898877,1.8742380133658745,,,,,,,
24.0,71.0,189.0,4.5,36.5,123.0,1,1,0,3,5.6976753739816015,6,1,92.18106995884774,17.8,43.0,25.2,19.0,5.0,0.0,-1.271074299206282,-1.1122229851911027,-1.1916486421986925,7,0.4761904761904761,4.191304347826087,1.959661858470061,7.0,0.0,0.0,13.0,1.0,18.0,0.0
24.0,,,,,,0,1,0,1,,0,0,,,,,,5.0,0.0,,,,5,0.3472222222222222,4.166666666666667,1.8347152500215944,0.0,1.0,0.0,2.0,0.0,6.0,0.0
22.0,71.0,190.0,4.5,,,1,1,0,3,6.3900498768311,1,0,92.66880048773052,11.0,30.2,19.8,4.0,5.0,0.0,-1.271074299206282,-1.088787140589698,-1.17993071989799,7,0.4861111111111111,4.191304347826087,1.959661858470061,14.0,0.0,1.0,41.0,2.0,49.0,1.0
22.0,77.0,308.0,4.92,30.0,113.0,1,0,0,3,6.985020058104677,4,1,105.1284596377995,16.4,40.3,24.7,11.0,5.0,0.0,0.1102343367295766,-0.55110720343141,-0.2204364333509166,3,0.4615384615384615,3.989189189189189,2.0955158885135967,,,,,,,
21.0,74.0,253.0,4.71,32.0,115.0,1,1,0,3,3.799561282059278,5,1,102.81746413378944,17.8,43.0,25.2,19.0,4.0,0.0,0.098339466566765,0.3876710692987993,0.2430052679327821,9,0.6122448979591836,3.966666666666667,1.9700843872781693,0.0,6.0,5.5,13.0,9.5,20.0,0.0
22.0,75.0,290.0,4.9,29.0,107.0,1,1,0,3,1.379111586736426,5,1,100.61058482330957,6.7,28.8,22.9,26.0,5.0,0.0,0.5548107218244475,1.254797319550774,0.9048040206876108,6,0.4285714285714285,4.179775280898877,1.8742380133658745,0.0,3.0,3.5,25.0,9.0,40.0,0.0
24.0,73.0,304.0,5.19,31.0,105.0,1,1,0,3,3.3565428376423814,6,1,83.7980953947159,-3.5,32.8,36.4,77.0,5.0,0.0,-0.3581317886909173,1.58289914397044,0.6123836776397614,6,0.4081632653061224,3.8472222222222223,2.0872498397613364,0.0,0.0,1.0,10.0,4.0,18.0,0.0
23.0,,,,,,0,1,0,3,,0,0,,-3.9,23.3,27.1,18.0,5.0,0.0,,,,5,0.3571428571428571,4.166666666666667,1.8347152500215944,2.0,1.0,0.0,33.0,6.5,66.0,0.0
22.0,76.0,294.0,4.89,32.0,116.0,1,1,0,3,4.326051633589141,4,1,102.83522191181146,10.5,29.3,19.0,51.0,5.0,0.0,1.0112819770821295,1.3485406979563928,1.1799113375192611,6,0.4444444444444444,4.179775280898877,1.8742380133658745,1.0,3.0,5.0,13.0,8.0,23.0,0.0
23.0,,,,,,0,1,0,3,,0,0,,-19.7,22.3,40.6,34.0,5.0,0.0,,,,4,0.2777777777777778,4.25,1.923743070572264,10.0,0.0,0.0,35.0,1.5,43.0,0.0
23.0,78.0,298.0,5.18,30.0,103.0,1,0,0,3,4.9687397697825,4,1,82.78034284627249,32.0,38.0,7.6,28.0,5.0,0.0,0.7890457786959345,-1.3841762318742357,-0.2975652265891506,3,0.5660377358490566,3.989189189189189,2.0955158885135967,,,,,,,
22.0,75.0,208.0,4.53,40.5,125.0,1,1,0,3,7.251235329643993,5,1,98.7871650851088,23.2,39.3,17.7,13.0,5.0,0.0,0.5548107218244475,-0.6669419377644131,-0.0560656079699828,4,0.2962962962962963,4.633333333333334,1.884296874869689,3.0,0.0,0.0,25.0,1.0,31.0,0.0
24.0,77.0,291.0,,,,1,1,0,1,,0,0,,23.9,38.6,14.1,58.0,5.0,0.0,1.467753232339812,1.2782331641521787,1.3729931982459953,6,0.4285714285714285,3.8472222222222223,2.0872498397613364,0.0,4.0,6.5,17.0,7.5,35.0,0.0
22.0,77.0,280.0,,33.0,119.0,1,1,0,3,4.169494640766593,3,1,,15.9,36.8,21.7,10.0,5.0,0.0,1.467753232339812,1.020438873536727,1.2440960529382694,9,0.6428571428571429,3.966666666666667,1.9700843872781693,2.0,8.0,4.0,17.0,6.0,36.0,0.0
24.0,,,,,,0,0,0,3,,0,0,,3.1,31.1,29.9,22.0,5.0,0.0,,,,9,0.625,3.966666666666667,1.9700843872781693,,,,,,,
22.0,,,,,,0,0,0,2,,0,0,,-9.2,19.8,30.0,78.0,5.0,0.0,,,,1,0.0714285714285714,5.384615384615385,1.12089707663561,,,,,,,
23.0,76.0,261.0,4.46,32.5,123.0,1,0,0,1,5.337137853468264,3,1,131.92620454026138,10.5,34.6,22.0,29.0,5.0,0.0,1.0112819770821295,0.5751578261100371,0.7932199015960835,9,0.625,3.966666666666667,1.9700843872781693,,,,,,,
22.0,77.0,314.0,4.87,30.0,117.0,1,0,0,3,8.640468883675545,6,1,111.64616218565254,9.7,34.8,25.2,34.0,5.0,0.0,0.1102343367295766,-0.0512657863657145,0.029484275181931,3,0.5357142857142857,3.989189189189189,2.0955158885135967,,,,,,,
23.0,,,,,,0,1,0,2,,0,0,,6.9,29.0,20.7,108.0,5.0,0.0,,,,7,0.4861111111111111,4.191304347826087,1.959661858470061,14.0,1.0,0.0,15.0,1.0,30.0,0.0
22.0,,,,,,0,1,0,3,,0,0,,-7.3,21.8,27.1,22.0,5.0,0.0,,,,4,0.2962962962962963,4.633333333333334,1.884296874869689,7.0,2.0,1.0,55.0,6.0,79.0,0.0
23.0,76.0,319.0,,26.0,104.0,1,0,0,3,2.542951923724903,2,0,,8.5,26.7,19.4,30.0,5.0,0.0,-0.5685771052367812,0.3652687278556983,-0.1016541886905414,3,0.4615384615384615,3.989189189189189,2.0955158885135967,,,,,,,
22.0,,,,,,0,0,0,3,,0,0,,21.2,37.5,15.9,54.0,5.0,0.0,,,,7,0.4861111111111111,4.191304347826087,1.959661858470061,,,,,,,
23.0,,,,,,0,1,0,1,,0,0,,,,,,5.0,0.0,,,,6,0.410958904109589,4.179775280898877,1.8742380133658745,0.0,6.0,2.0,20.0,5.0,41.0,0.0
21.0,77.0,321.0,5.25,33.5,110.0,1,0,0,3,5.29884624657203,5,1,84.50799821062212,9.4,37.7,27.8,76.0,4.0,0.0,0.1102343367295766,0.5318825335442634,0.32105843513692,3,0.5084745762711864,3.989189189189189,2.0955158885135967,,,,,,,
22.0,76.0,298.0,5.2,,,1,1,0,3,4.726442507581264,3,1,81.51412765659464,31.2,41.5,12.2,37.0,5.0,0.0,-0.5685771052367812,-1.3841762318742357,-0.9763766685555084,3,0.4615384615384615,3.989189189189189,2.0955158885135967,0.0,0.0,0.0,1.0,0.0,1.0,0.0
23.0,74.0,242.0,4.51,39.0,128.0,1,0,0,1,6.709712352525711,6,1,116.9874283057535,,,,,5.0,0.0,0.098339466566765,0.1298767786833473,0.1141081226250562,9,0.6122448979591836,3.966666666666667,1.9700843872781693,,,,,,,
22.0,72.0,234.0,4.74,31.0,120.0,1,1,0,3,4.2506909454989215,4,1,92.71126062898588,9.6,26.0,15.6,63.0,5.0,0.0,-0.8146030439485996,-0.0576099781278904,-0.436106511038245,5,0.3571428571428571,4.166666666666667,1.8347152500215944,5.0,7.0,1.0,47.0,15.5,96.0,0.0
23.0,73.0,235.0,4.51,32.5,121.0,1,1,0,2,4.8812207630692805,6,1,113.60349442914078,3.2,24.6,20.8,76.0,5.0,0.0,-0.3581317886909173,-0.0341741335264856,-0.1961529611087014,5,0.3571428571428571,4.166666666666667,1.8347152500215944,3.0,1.0,0.0,59.0,8.0,79.0,0.0
22.0,72.0,196.0,,,,1,0,0,2,,0,0,,-3.2,29.9,33.0,127.0,5.0,0.0,-0.8146030439485996,-0.9481720729812696,-0.8813875584649347,7,0.4761904761904761,4.191304347826087,1.959661858470061,,,,,,,
24.0,,,,,,0,1,0,2,,0,0,,-1.0,28.5,29.7,129.0,5.0,0.0,,,,7,0.5,4.191304347826087,1.959661858470061,2.0,0.0,0.0,4.0,0.5,8.0,1.0
23.0,70.0,202.0,,39.5,128.0,1,1,0,3,6.222617186296983,3,1,,19.8,43.3,23.9,1.0,5.0,0.0,-1.7275455544639642,-0.8075570053728415,-1.2675512799184028,4,0.2721088435374149,4.25,1.923743070572264,1.0,0.0,0.0,25.0,2.0,42.0,0.0
21.0,73.0,222.0,4.69,32.0,117.0,1,1,0,3,4.636916853641464,5,1,91.76807025839663,13.8,31.7,20.0,5.0,4.0,0.0,-0.3581317886909173,-0.338840113344747,-0.3484859510178321,5,0.3571428571428571,4.166666666666667,1.8347152500215944,3.0,2.0,2.0,29.0,4.0,59.0,0.0
23.0,70.0,184.0,4.47,35.0,124.0,1,0,0,1,5.533710774587883,6,1,92.17597203980516,,,,,5.0,0.0,-1.7275455544639642,-1.2294022081981264,-1.4784738813310452,4,0.2721088435374149,4.25,1.923743070572264,,,,,,,
21.0,77.0,267.0,4.59,40.0,131.0,1,1,0,3,7.314800079102023,3,1,120.30689407057672,17.0,34.0,18.6,9.0,4.0,0.0,1.467753232339812,0.7157728937184653,1.0917630630291386,9,0.6428571428571429,3.966666666666667,1.9700843872781693,2.0,7.0,1.5,14.0,5.5,31.0,0.0
22.0,75.0,290.0,,,,1,1,0,3,,0,0,,17.0,34.0,18.6,9.0,5.0,0.0,0.5548107218244475,1.254797319550774,0.9048040206876108,9,0.6428571428571429,3.966666666666667,1.9700843872781693,1.0,1.0,2.0,20.0,5.5,36.0,0.0
22.0,75.0,335.0,5.39,,,1,1,0,3,0.0,3,1,79.38158057747309,11.7,37.6,26.1,37.0,5.0,0.0,0.5548107218244475,2.3094103266139863,1.432110524219217,6,0.410958904109589,3.8472222222222223,2.0872498397613364,2.0,5.0,0.0,10.0,2.0,23.0,0.0
25.0,77.0,323.0,5.07,32.0,110.0,1,0,0,2,5.937625917300354,5,1,97.7688891280007,-7.1,24.0,32.4,131.0,5.0,0.0,0.1102343367295766,0.6984963392328286,0.4043653379812026,3,0.5660377358490566,3.989189189189189,2.0955158885135967,,,,,,,
23.0,71.0,210.0,4.62,39.5,125.0,1,1,0,3,6.022612826457456,4,1,92.18948485113252,8.5,26.7,19.4,30.0,5.0,0.0,-1.271074299206282,-0.6200702485616036,-0.9455722738839428,4,0.2962962962962963,4.633333333333334,1.884296874869689,2.0,0.0,2.0,37.0,8.5,50.0,0.0
23.0,73.0,226.0,,,,1,1,0,3,4.234309175613999,1,0,,8.6,32.8,24.7,62.0,5.0,0.0,-0.3581317886909173,-0.2450967349391281,-0.3016142618150227,5,0.3424657534246575,4.166666666666667,1.8347152500215944,3.0,6.0,6.5,45.0,11.5,89.0,0.0
22.0,74.0,224.0,4.58,,130.0,1,1,0,3,6.649882612099109,2,0,101.81601661728445,24.3,37.3,14.9,1.0,5.0,0.0,0.098339466566765,-0.2919684241419376,-0.0968144787875862,5,0.3571428571428571,4.166666666666667,1.8347152500215944,3.0,0.0,2.0,25.0,2.5,48.0,0.0
24.0,75.0,255.0,,,,1,1,0,3,,0,0,,9.4,43.3,32.8,18.0,5.0,0.0,0.5548107218244475,0.4345427585016087,0.4946767401630281,9,0.6666666666666666,3.966666666666667,1.9700843872781693,1.0,2.0,4.5,24.0,7.5,40.0,0.0
