age,height,weight,40_yard,vertical,broad_jump,combine_invite,has_college_stats,age_estimated,conference_tier,ras_score,ras_drills_used,ras_reliable,speed_score,college_sp_plus,college_sp_offense,college_sp_defense,college_sos,years_in_college,is_underclassman,height_z,weight_z,size_score,positional_value_prior,positional_value_adjusted,position_historical_round_avg,position_historical_round_std,dominator_rating,team_total_yards,rush_att,rush_long,rush_td,rush_yds,rush_ypc,rec,rec_long,rec_td,rec_yds,rec_ypr
22.0,72.0,212.0,4.43,39.5,130.0,1,1,0,3,6.714075835360005,4,1,110.09078075109204,4.9,32.4,26.5,37.0,5.0,0.0,-0.2647888771708405,-0.0397500401607158,-0.1522694586657781,2,0.2439024390243902,4.434426229508197,1.7860233537478658,31.659086414870472,5057.0,205.0,66.0,7.0,1343.0,6.6,21.0,53.0,1.0,258.0,12.3
21.0,76.0,253.0,4.71,34.0,125.0,1,1,0,3,4.624219312438999,6,1,102.81746413378944,8.0,29.9,23.3,68.0,4.0,0.0,1.0835825268725572,1.700663755271103,1.39212314107183,5,0.6666666666666666,4.105882352941176,1.7184123999990772,5.255795363709033,5004.0,11.0,7.0,0.0,33.0,3.0,19.0,27.0,4.0,230.0,12.1
23.0,76.0,246.0,,,,1,1,0,3,,0,0,,19.2,37.3,17.3,41.0,5.0,0.0,1.0835825268725572,1.403519936538841,1.2435512317056991,5,0.6578947368421052,4.105882352941176,1.7184123999990772,13.614808015909436,6537.0,,,,,,70.0,37.0,8.0,890.0,12.7
22.0,70.0,218.0,4.59,34.5,119.0,1,1,0,3,4.172431103873932,4,1,98.22810077672555,11.0,35.0,23.2,17.0,5.0,0.0,-0.9389745791925392,0.2149446616097942,-0.3620149587913726,2,0.25,4.434426229508197,1.7860233537478658,12.19674310402127,6018.0,87.0,27.0,12.0,517.0,5.9,18.0,61.0,3.0,217.0,12.1
21.0,72.0,217.0,4.51,35.0,124.0,1,1,0,3,4.859554749836456,3,1,104.90195017499384,21.6,44.2,24.3,55.0,4.0,0.0,-0.2647888771708405,0.1724955446480425,-0.0461466662613989,2,0.2439024390243902,4.434426229508197,1.7860233537478658,14.61494417406241,6986.0,145.0,53.0,9.0,823.0,5.7,16.0,36.0,0.0,198.0,12.4
21.0,77.0,253.0,4.63,34.5,125.0,1,1,0,1,4.253425511838054,6,1,110.10994679017968,8.3,23.7,17.1,102.0,4.0,0.0,1.4206753778834067,1.700663755271103,1.5606695665772548,5,0.625,4.105882352941176,1.7184123999990772,7.209835382371327,4799.0,1.0,2.0,0.0,2.0,2.0,29.0,73.0,2.0,344.0,11.9
23.0,72.0,186.0,4.33,34.0,126.0,1,1,0,3,6.100040548180436,3,1,105.82574985708786,8.9,36.7,27.1,84.0,5.0,0.0,-0.2647888771708405,-1.1434270811662597,-0.70410797916855,7,0.875,3.888324873096447,2.0498172482106414,15.077803612949385,5591.0,3.0,27.0,0.0,40.0,13.3,49.0,68.0,9.0,803.0,16.4
23.0,,,,,,0,0,0,1,,0,0,,,,,,5.0,0.0,,,,7,0.875,3.888324873096447,2.0498172482106414,,,,,,,,,,,,
22.0,70.0,176.0,4.38,37.0,124.0,1,1,0,2,4.58142577733215,4,1,95.64146535400026,7.5,33.1,25.9,66.0,5.0,0.0,-0.9389745791925392,-1.5679182507837763,-1.253446414988158,7,0.9333333333333332,3.888324873096447,2.0498172482106414,11.470638589282656,5841.0,,,,,,45.0,48.0,5.0,670.0,14.9
22.0,79.0,264.0,4.64,31.0,122.0,1,1,0,3,4.556913107299081,5,1,113.91003893784792,35.3,37.2,3.7,8.0,5.0,0.0,2.094861079905105,2.1676040418503715,2.1312325608777387,5,0.6578947368421052,4.105882352941176,1.7184123999990772,5.547425834774511,7517.0,,,,,,26.0,34.0,2.0,417.0,16.0
22.0,70.0,203.0,4.41,37.0,125.0,1,0,0,1,6.160229829847928,4,1,107.3424925717371,,,,,5.0,0.0,-0.9389745791925392,-0.421792092816481,-0.6803833360045102,2,0.2666666666666666,4.434426229508197,1.7860233537478658,,,,,,,,,,,,
21.0,73.0,212.0,4.65,33.0,118.0,1,1,0,3,2.114188346354365,5,1,90.68888137871588,10.3,32.6,21.1,15.0,4.0,0.0,0.0723039738400089,-0.0397500401607158,0.0162769668396465,7,0.875,3.888324873096447,2.0498172482106414,23.18460192475941,5715.0,3.0,26.0,0.0,39.0,13.0,93.0,60.0,6.0,1286.0,13.8
22.0,78.0,245.0,4.84,38.5,125.0,1,1,0,3,3.784418077246628,3,1,89.2924282432693,17.6,34.9,18.5,42.0,5.0,0.0,1.757768228894256,1.3610708195770895,1.5594195242356728,5,0.6578947368421052,4.105882352941176,1.7184123999990772,6.859331476323121,5744.0,,,,,,35.0,41.0,5.0,394.0,11.3
22.0,,,4.54,31.0,114.0,1,1,0,3,2.9836612830246843,5,1,,19.2,39.2,20.3,69.0,5.0,0.0,,,,7,0.9210526315789472,3.888324873096447,2.0498172482106414,18.809827696234844,6268.0,10.0,15.0,0.0,60.0,6.0,63.0,78.0,8.0,1119.0,17.8
22.0,70.0,190.0,4.59,34.0,121.0,1,1,0,3,2.6302379350449137,6,1,85.61164746595347,18.0,43.7,25.6,42.0,5.0,0.0,-0.9389745791925392,-0.9736306133192528,-0.956302596255896,7,0.9210526315789472,3.888324873096447,2.0498172482106414,9.88056460369164,6447.0,2.0,15.0,1.0,21.0,10.5,48.0,75.0,5.0,616.0,12.8
21.0,,,,,,0,1,0,3,,0,0,,9.1,25.4,16.6,25.0,4.0,0.0,,,,2,0.2631578947368421,4.434426229508197,1.7860233537478658,29.90783410138249,4340.0,196.0,65.0,8.0,1102.0,5.6,36.0,25.0,3.0,196.0,5.4
22.0,,,,,,0,1,0,2,,0,0,,-1.5,24.1,25.4,112.0,5.0,0.0,,,,7,0.9210526315789472,3.888324873096447,2.0498172482106414,21.400316455696203,5056.0,5.0,75.0,1.0,105.0,21.0,72.0,51.0,6.0,977.0,13.6
22.0,,,,,,0,1,0,3,,0,0,,28.3,46.8,18.6,6.0,5.0,0.0,,,,7,0.9210526315789472,3.888324873096447,2.0498172482106414,21.637759454080182,7034.0,3.0,14.0,1.0,11.0,3.7,98.0,66.0,17.0,1511.0,15.4
22.0,70.0,209.0,,,,1,0,0,1,,0,0,,,,,,5.0,0.0,-0.9389745791925392,-0.1670973910459709,-0.5530359851192551,2,0.2631578947368421,4.434426229508197,1.7860233537478658,,,,,,,,,,,,
21.0,70.0,217.0,4.58,33.5,119.0,1,1,0,3,3.382862162534326,5,1,98.63426609799428,9.6,26.0,15.6,63.0,4.0,0.0,-0.9389745791925392,0.1724955446480425,-0.3832395172722484,2,0.2666666666666666,4.434426229508197,1.7860233537478658,17.44868035190616,4774.0,114.0,62.0,8.0,693.0,6.1,14.0,42.0,2.0,140.0,10.0
23.0,68.0,189.0,4.55,,,1,1,0,3,4.15543818693183,1,0,88.19545664779892,-1.1,30.6,31.7,51.0,5.0,0.0,-1.6131602812142385,-1.0160797302810043,-1.3146200057476214,2,0.2631578947368421,4.434426229508197,1.7860233537478658,25.96546310832025,3185.0,132.0,40.0,5.0,668.0,5.1,22.0,28.0,3.0,159.0,7.2
22.0,75.0,207.0,4.38,38.5,131.0,1,1,0,3,6.44398380783956,6,1,112.48740527430714,17.8,34.7,17.3,46.0,5.0,0.0,0.7464896758617078,-0.2519956249694742,0.2472470254461167,7,0.9333333333333332,3.888324873096447,2.0498172482106414,16.016949152542374,5900.0,,,,,,61.0,46.0,11.0,945.0,15.5
22.0,68.0,165.0,4.36,,,1,1,0,3,5.569120440519094,2,0,91.32043736387295,24.3,43.3,20.2,4.0,5.0,0.0,-1.6131602812142385,-2.034858537363045,-1.8240094092886416,7,0.9210526315789472,3.888324873096447,2.0498172482106414,6.534798534798535,6825.0,2.0,27.0,1.0,28.0,14.0,35.0,80.0,5.0,418.0,11.9
21.0,65.0,179.0,,35.5,116.0,1,1,0,3,3.130520543910385,2,0,,2.9,40.6,36.0,31.0,4.0,0.0,-2.6244388342467864,-1.4405708998985214,-2.032504867072654,2,0.2631578947368421,4.434426229508197,1.7860233537478658,31.67047251010012,5693.0,271.0,69.0,8.0,1425.0,5.3,42.0,80.0,3.0,378.0,9.0
26.0,76.0,203.0,4.47,36.0,126.0,1,1,0,3,5.720755163435248,3,1,101.6941430656546,8.5,26.7,19.4,30.0,5.0,0.0,1.0835825268725572,-0.421792092816481,0.3308952170280381,7,0.9210526315789472,3.888324873096447,2.0498172482106414,13.093398101126075,4529.0,,,,,,43.0,68.0,3.0,593.0,13.8
23.0,75.0,257.0,4.73,30.5,115.0,1,1,0,3,1.4289524110505751,4,1,102.6877305984309,-3.9,28.4,32.5,13.0,5.0,0.0,0.7464896758617078,1.8704602231181096,1.3084749494899088,5,0.6666666666666666,4.105882352941176,1.7184123999990772,13.16762530813476,4868.0,,,,,,44.0,53.0,4.0,641.0,14.6
24.0,75.0,231.0,4.47,,,1,1,0,3,5.761396133682869,1,0,115.720921419538,16.4,40.3,24.7,11.0,5.0,0.0,0.7464896758617078,0.766783182112566,0.7566364289871369,5,0.6578947368421052,4.105882352941176,1.7184123999990772,2.799018900591545,6931.0,,,,,,15.0,30.0,2.0,194.0,12.9
22.0,70.0,200.0,4.39,35.5,123.0,1,1,0,3,5.414629871698737,5,1,107.69657956536454,12.0,38.7,28.5,14.0,5.0,0.0,-0.9389745791925392,-0.5491394437017361,-0.7440570114471377,7,0.9333333333333332,3.888324873096447,2.0498172482106414,21.89564068692206,6056.0,9.0,13.0,1.0,32.0,3.6,103.0,75.0,8.0,1294.0,12.6
22.0,71.0,213.0,4.58,37.5,124.0,1,1,0,3,5.0880546206085455,3,1,96.8161229441142,4.9,32.4,26.5,37.0,5.0,0.0,-0.6018817281816898,0.0026990768010358,-0.299591325690327,2,0.2439024390243902,4.434426229508197,1.7860233537478658,30.057346252719004,5057.0,219.0,54.0,16.0,1266.0,5.8,24.0,51.0,1.0,254.0,10.6
23.0,74.0,193.0,4.36,40.5,134.0,1,1,0,3,8.970363099972175,3,1,106.81723885592412,7.4,34.4,27.8,77.0,5.0,0.0,0.4093968248508584,-0.8462832624339978,-0.2184432187915697,7,0.9210526315789472,3.888324873096447,2.0498172482106414,11.305981835264642,6386.0,3.0,20.0,0.0,23.0,7.7,41.0,56.0,7.0,699.0,17.0
23.0,73.0,208.0,4.43,35.0,,1,1,0,3,5.086139340515749,4,1,108.01359620861858,6.5,37.7,31.1,47.0,5.0,0.0,0.0723039738400089,-0.2095465080077226,-0.0686212670838568,7,0.9210526315789472,3.888324873096447,2.0498172482106414,17.05220061412487,4885.0,,,,,,43.0,82.0,3.0,833.0,19.4
22.0,76.0,225.0,4.48,36.0,132.0,1,1,0,3,4.638068773168813,6,1,111.7121622195992,18.3,35.3,19.5,33.0,5.0,0.0,1.0835825268725572,0.512088480342056,0.7978355036073066,7,0.9333333333333332,3.888324873096447,2.0498172482106414,14.549744396382223,5086.0,,,,,,55.0,48.0,7.0,740.0,13.5
22.0,70.0,185.0,4.4,33.5,120.0,1,1,0,3,4.7018055018926,4,1,98.71678847073284,24.3,37.3,14.9,1.0,5.0,0.0,-0.9389745791925392,-1.1858761981280113,-1.0624253886602752,7,0.853658536585366,3.888324873096447,2.0498172482106414,10.045742434904996,5684.0,,,,,,56.0,38.0,6.0,571.0,10.2
21.0,74.0,212.0,4.48,44.5,139.0,1,1,0,3,10.0,3,1,105.25768173580016,20.7,35.7,16.0,6.0,4.0,0.0,0.4093968248508584,-0.0397500401607158,0.1848233923450712,7,0.9333333333333332,3.888324873096447,2.0498172482106414,7.567049808429119,5220.0,1.0,0.0,0.0,-9.0,-9.0,33.0,41.0,6.0,404.0,12.2
22.0,,,,,,0,1,0,3,,0,0,,22.0,33.7,13.5,30.0,5.0,0.0,,,,7,0.853658536585366,3.888324873096447,2.0498172482106414,11.109203296703296,5824.0,,,,,,25.0,86.0,6.0,647.0,25.9
22.0,73.0,206.0,4.62,39.0,130.0,1,1,0,3,6.182874667092876,3,1,90.43349466349191,-9.0,16.2,24.4,84.0,5.0,0.0,0.0723039738400089,-0.2944447419312259,-0.1110703840456084,7,0.9210526315789472,3.888324873096447,2.0498172482106414,12.5,3440.0,,,,,,30.0,44.0,2.0,430.0,14.3
21.0,76.0,219.0,,,,1,1,0,3,,0,0,,-0.6,32.3,33.4,56.0,4.0,0.0,1.0835825268725572,0.2573937785715459,0.6704881527220515,7,0.875,3.888324873096447,2.0498172482106414,20.38670921719542,5327.0,1.0,2.0,0.0,2.0,2.0,88.0,44.0,7.0,1084.0,12.3
21.0,72.0,189.0,4.46,35.0,128.0,1,1,0,3,5.464416739752772,6,1,95.53276880501686,18.0,43.7,25.6,42.0,4.0,0.0,-0.2647888771708405,-1.0160797302810043,-0.6404343037259225,7,0.9210526315789472,3.888324873096447,2.0498172482106414,16.81402202574841,6447.0,,,,,,54.0,87.0,8.0,1084.0,20.1
24.0,70.0,206.0,4.54,37.0,118.0,1,1,0,1,6.234985802671811,6,1,96.97812980212043,,,,,5.0,0.0,-0.9389745791925392,-0.2944447419312259,-0.6167096605618827,2,0.2631578947368421,4.434426229508197,1.7860233537478658,,,158.0,75.0,9.0,715.0,4.5,68.0,80.0,7.0,699.0,10.3
20.0,68.0,200.0,,35.0,124.0,1,1,0,3,3.8095909648729953,3,1,,22.0,33.7,13.5,30.0,3.0,1.0,-1.6131602812142385,-0.5491394437017361,-1.0811498624579872,2,0.2439024390243902,4.434426229508197,1.7860233537478658,27.918956043956044,5824.0,256.0,56.0,22.0,1485.0,5.8,19.0,21.0,0.0,141.0,7.4
22.0,74.0,206.0,4.44,38.5,127.0,1,1,0,3,6.775793702208849,3,1,106.01451615146097,-8.2,24.4,34.1,17.0,5.0,0.0,0.4093968248508584,-0.2944447419312259,0.0574760414598162,7,0.853658536585366,3.888324873096447,2.0498172482106414,21.302230197385285,3901.0,,,,,,63.0,60.0,6.0,831.0,13.2
22.0,77.0,250.0,,,,1,1,0,3,7.081938244122524,1,0,,21.6,44.2,24.3,55.0,5.0,0.0,1.4206753778834067,1.573316404385848,1.4969958911346275,5,0.6097560975609757,4.105882352941176,1.7184123999990772,7.529344403091898,6986.0,,,,,,31.0,74.0,6.0,526.0,17.0
22.0,75.0,235.0,4.54,35.0,126.0,1,1,0,3,5.021230775036637,4,1,110.63039079368107,-7.2,25.6,34.2,29.0,5.0,0.0,0.7464896758617078,0.9365796499595728,0.8415346629106403,7,0.9210526315789472,3.888324873096447,2.0498172482106414,17.33118230006914,4339.0,4.0,18.0,0.0,48.0,12.0,59.0,51.0,2.0,704.0,11.9
23.0,70.0,201.0,4.38,37.5,128.0,1,1,0,2,6.324765104507646,6,1,109.22690077360258,8.1,33.8,25.6,58.0,5.0,0.0,-0.9389745791925392,-0.5066903267399844,-0.7228324529662619,2,0.2631578947368421,4.434426229508197,1.7860233537478658,18.53290183387271,4635.0,122.0,59.0,7.0,751.0,6.2,14.0,20.0,0.0,108.0,7.7
21.0,,,4.35,36.0,121.0,1,0,0,1,6.6554213201885615,6,1,,-1.4,25.4,26.9,4.0,4.0,0.0,,,,7,0.9210526315789472,3.888324873096447,2.0498172482106414,0.0,3744.0,,,,,,,,,,
22.0,73.0,202.0,,,,1,0,0,2,,0,0,,2.3,27.2,23.9,121.0,5.0,0.0,0.0723039738400089,-0.4642412097782327,-0.1959686179691118,7,0.853658536585366,3.888324873096447,2.0498172482106414,0.0,5685.0,,,,,,,,,,
21.0,69.0,207.0,4.57,39.0,122.0,1,1,0,3,4.695622173320607,6,1,94.91515053022638,-8.0,30.1,36.1,22.0,4.0,0.0,-1.2760674302033888,-0.2519956249694742,-0.7640315275864316,2,0.2666666666666666,4.434426229508197,1.7860233537478658,27.07820488543836,5281.0,253.0,33.0,10.0,1083.0,4.3,42.0,72.0,2.0,347.0,8.3
23.0,70.0,207.0,,37.5,118.0,1,1,0,3,4.4389742407655,2,0,,15.4,40.8,26.5,32.0,5.0,0.0,-0.9389745791925392,-0.2519956249694742,-0.5954851020810068,2,0.2631578947368421,4.434426229508197,1.7860233537478658,25.82266169557465,6169.0,213.0,54.0,11.0,1364.0,6.4,33.0,24.0,0.0,229.0,6.9
23.0,76.0,252.0,,,,1,1,0,3,,0,0,,5.8,13.8,9.3,21.0,5.0,0.0,1.0835825268725572,1.6582146383093517,1.3708985825909543,5,0.6578947368421052,4.105882352941176,1.7184123999990772,9.071601941747574,3296.0,,,,,,21.0,34.0,3.0,299.0,14.2
22.0,74.0,209.0,,36.5,126.0,1,1,0,3,4.995888163446739,3,1,,9.8,34.6,27.1,30.0,5.0,0.0,0.4093968248508584,-0.1670973910459709,0.1211497169024437,7,0.875,3.888324873096447,2.0498172482106414,15.57649667405765,5412.0,10.0,45.0,2.0,138.0,13.8,48.0,75.0,4.0,705.0,14.7
22.0,70.0,209.0,4.47,37.0,123.0,1,1,0,3,5.250174801924777,5,1,104.6998812843439,-13.4,17.0,28.6,30.0,5.0,0.0,-0.9389745791925392,-0.1670973910459709,-0.5530359851192551,2,0.2631578947368421,4.434426229508197,1.7860233537478658,36.24844720496894,4025.0,221.0,29.0,5.0,913.0,4.1,55.0,45.0,2.0,546.0,9.9
23.0,72.0,201.0,4.56,34.5,117.0,1,1,0,3,4.230040588079972,6,1,92.97510605578763,-3.5,32.8,36.4,77.0,5.0,0.0,-0.2647888771708405,-0.5066903267399844,-0.3857396019554124,7,0.9210526315789472,3.888324873096447,2.0498172482106414,2.4071166928309786,1911.0,,,,,,6.0,15.0,1.0,46.0,7.7
22.0,72.0,197.0,4.46,36.5,124.0,1,1,0,3,5.071048374273385,6,1,99.5764838867107,24.0,37.8,15.5,17.0,5.0,0.0,-0.2647888771708405,-0.676486794586991,-0.4706378358789157,7,0.9333333333333332,3.888324873096447,2.0498172482106414,9.344291584777558,5597.0,4.0,10.0,0.0,27.0,6.8,35.0,64.0,7.0,496.0,14.2
21.0,,,,,,0,0,0,3,,0,0,,24.0,37.8,15.5,17.0,4.0,0.0,,,,7,0.9333333333333332,3.888324873096447,2.0498172482106414,0.0,5597.0,,,,,,,,,,
22.0,72.0,183.0,4.38,36.0,123.0,1,0,0,2,5.270952168110053,4,1,99.44538727148893,-11.6,25.1,35.2,129.0,5.0,0.0,-0.2647888771708405,-1.2707744320515146,-0.7677816546111775,7,0.875,3.888324873096447,2.0498172482106414,0.0,4457.0,,,,,,,,,,
22.0,70.0,218.0,4.62,34.5,118.0,1,1,0,3,2.2863503688204205,6,1,95.70146522641376,-3.5,32.8,36.4,77.0,5.0,0.0,-0.9389745791925392,0.2149446616097942,-0.3620149587913726,2,0.2631578947368421,4.434426229508197,1.7860233537478658,23.233908948194664,1911.0,86.0,34.0,1.0,386.0,4.5,13.0,15.0,0.0,58.0,4.5
22.0,77.0,246.0,4.7,,,1,1,0,3,1.1442670367736278,1,0,100.82626302825942,4.9,29.3,26.3,39.0,5.0,0.0,1.4206753778834067,1.403519936538841,1.412097657211124,5,0.6097560975609757,4.105882352941176,1.7184123999990772,5.83804143126177,5310.0,,,,,,37.0,21.0,4.0,310.0,8.4
21.0,75.0,195.0,4.47,33.0,125.0,1,1,0,3,4.727080513623961,3,1,97.6864921074022,32.0,41.4,10.3,3.0,4.0,0.0,0.7464896758617078,-0.7613850285104944,-0.0074476763243933,7,0.875,3.888324873096447,2.0498172482106414,0.6925624811803673,6642.0,,,,,,3.0,37.0,0.0,46.0,15.3
23.0,71.0,228.0,4.58,39.5,120.0,1,1,0,3,4.732024247731093,6,1,103.6341597711645,18.6,34.5,15.9,54.0,5.0,0.0,-0.6018817281816898,0.6394358312273111,0.0187770515228106,2,0.2631578947368421,4.434426229508197,1.7860233537478658,19.3927304964539,4512.0,144.0,72.0,7.0,673.0,4.7,14.0,60.0,2.0,202.0,14.4
23.0,76.0,241.0,4.62,,,1,1,0,3,4.330146898411867,2,0,105.79840880534734,8.9,36.7,27.1,84.0,5.0,0.0,1.0835825268725572,1.1912743517300828,1.13742843930132,5,0.625,4.105882352941176,1.7184123999990772,8.316937935968522,5591.0,,,,,,38.0,29.0,4.0,465.0,12.2
22.0,,,,,,0,1,0,1,,0,0,,-16.4,24.0,39.2,120.0,5.0,0.0,,,,7,0.9210526315789472,3.888324873096447,2.0498172482106414,17.057936678871418,4643.0,,,,,,64.0,52.0,9.0,792.0,12.4
22.0,76.0,243.0,4.69,34.0,122.0,1,1,0,3,3.463216034912236,6,1,100.44883366121796,9.4,37.7,27.8,76.0,5.0,0.0,1.0835825268725572,1.2761725856535862,1.1798775562630717,5,0.625,4.105882352941176,1.7184123999990772,13.689577039274925,5296.0,,,,,,42.0,75.0,5.0,725.0,17.3
23.0,77.0,241.0,4.84,30.0,,1,1,0,3,1.1662508288034812,4,1,87.83459268011387,24.1,36.6,10.8,21.0,5.0,0.0,1.4206753778834067,1.1912743517300828,1.3059748648067449,5,0.6097560975609757,4.105882352941176,1.7184123999990772,8.722341184867952,7005.0,,,,,,49.0,49.0,5.0,611.0,12.5
21.0,,,,,,0,1,0,2,,0,0,,-1.8,25.6,27.2,84.0,4.0,0.0,,,,5,0.6097560975609757,4.105882352941176,1.7184123999990772,28.39103869653768,4910.0,8.0,31.0,1.0,57.0,7.1,100.0,65.0,9.0,1337.0,13.4
22.0,77.0,243.0,4.73,32.5,110.0,1,1,0,2,1.1542719194524382,6,1,97.09384644131794,-0.6,28.6,29.5,106.0,5.0,0.0,1.4206753778834067,1.2761725856535862,1.3484239817684964,5,0.6666666666666666,4.105882352941176,1.7184123999990772,16.071714422923,6247.0,,,,,,65.0,57.0,7.0,1004.0,15.4
22.0,74.0,228.0,,,,1,1,0,3,10.0,1,0,,23.4,36.5,15.8,5.0,5.0,0.0,0.4093968248508584,0.6394358312273111,0.5244163280390848,2,0.25,4.434426229508197,1.7860233537478658,22.63420925358697,6203.0,261.0,62.0,20.0,1288.0,4.9,16.0,20.0,0.0,116.0,7.3
21.0,71.0,188.0,4.27,42.0,131.0,1,1,0,3,9.518571322582762,3,1,113.1035782345289,32.4,47.7,14.6,40.0,4.0,0.0,-0.6018817281816898,-1.058528847242756,-0.830205287712223,7,0.9333333333333332,3.888324873096447,2.0498172482106414,11.957831325301203,6640.0,1.0,75.0,1.0,75.0,75.0,38.0,81.0,7.0,719.0,18.9
23.0,,,,,,0,1,0,1,,0,0,,,,,,5.0,0.0,,,,5,0.6578947368421052,4.105882352941176,1.7184123999990772,,,,,,,,57.0,36.0,5.0,685.0,12.0
22.0,72.0,181.0,4.43,37.0,124.0,1,1,0,3,5.9151400150237405,5,1,93.9926005469229,16.3,29.7,13.5,50.0,5.0,0.0,-0.2647888771708405,-1.355672665975018,-0.8102307715729292,7,0.9210526315789472,3.888324873096447,2.0498172482106414,13.52542372881356,2950.0,7.0,31.0,1.0,54.0,7.7,25.0,53.0,4.0,345.0,13.8
24.0,72.0,221.0,4.33,41.5,129.0,1,1,0,3,7.868549203750578,5,1,125.73919741084094,8.0,30.1,22.3,53.0,5.0,0.0,-0.2647888771708405,0.3422920124950492,0.0387515676621043,2,0.2631578947368421,4.434426229508197,1.7860233537478658,14.470061940812112,5812.0,109.0,73.0,8.0,649.0,6.0,17.0,25.0,0.0,192.0,11.3
23.0,76.0,214.0,4.43,39.5,129.0,1,1,0,3,7.120261487475201,6,1,111.12937302232874,11.0,31.4,21.7,20.0,5.0,0.0,1.0835825268725572,0.0451481937627874,0.5643653603176724,7,0.853658536585366,3.888324873096447,2.0498172482106414,7.335454697705577,5971.0,,,,,,25.0,75.0,3.0,438.0,17.5
21.0,74.0,198.0,4.45,36.0,121.0,1,1,0,1,3.1808147517222656,5,1,100.98459823900774,,,,,4.0,0.0,0.4093968248508584,-0.6340376776252394,-0.1123204263871905,7,0.9333333333333332,3.888324873096447,2.0498172482106414,,,,,,,,11.0,51.0,1.0,205.0,18.6
22.0,72.0,218.0,4.57,34.5,119.0,1,1,0,1,4.565770833251734,4,1,99.95895079994855,,,,,5.0,0.0,-0.2647888771708405,0.2149446616097942,-0.0249221077805231,2,0.2631578947368421,4.434426229508197,1.7860233537478658,,,158.0,49.0,10.0,1056.0,6.7,17.0,23.0,1.0,150.0,8.8
21.0,76.0,210.0,4.61,36.5,124.0,1,1,0,3,4.389709531753066,6,1,92.9920001193514,19.0,35.6,15.5,28.0,4.0,0.0,1.0835825268725572,-0.1246482740842192,0.479467126394169,7,0.9333333333333332,3.888324873096447,2.0498172482106414,19.313871020946728,6063.0,,,,,,86.0,42.0,13.0,1171.0,13.6
22.0,77.0,245.0,,36.0,,1,1,0,2,2.40110573462574,2,0,,13.2,39.5,26.1,130.0,5.0,0.0,1.4206753778834067,1.3610708195770895,1.390873098730248,5,0.625,4.105882352941176,1.7184123999990772,12.844036697247708,6431.0,3.0,12.0,0.0,10.0,3.3,52.0,99.0,10.0,816.0,15.7
21.0,72.0,217.0,,30.0,114.0,1,1,0,3,0.358567876048868,2,0,,21.1,33.6,14.9,52.0,4.0,0.0,-0.2647888771708405,0.1724955446480425,-0.0461466662613989,2,0.25,4.434426229508197,1.7860233537478658,25.53734837199404,4699.0,179.0,67.0,6.0,1011.0,5.6,25.0,19.0,1.0,189.0,7.6
23.0,70.0,216.0,4.37,33.0,118.0,1,1,0,3,4.29450299345016,3,1,118.4562551776912,-3.0,20.8,23.7,20.0,5.0,0.0,-0.9389745791925392,0.1300464276862908,-0.4044640757531242,2,0.25,4.434426229508197,1.7860233537478658,16.683217477656406,4028.0,167.0,26.0,5.0,647.0,3.9,13.0,11.0,0.0,25.0,1.9
20.0,70.0,216.0,,,,1,1,0,3,,0,0,,8.6,32.8,24.7,62.0,3.0,1.0,-0.9389745791925392,0.1300464276862908,-0.4044640757531242,2,0.2631578947368421,4.434426229508197,1.7860233537478658,29.92977794647941,5269.0,239.0,80.0,20.0,1431.0,6.0,12.0,37.0,1.0,146.0,12.2
21.0,69.0,209.0,,,,1,0,0,2,7.667872959534252,1,0,,3.7,35.9,33.5,123.0,4.0,0.0,-1.2760674302033888,-0.1670973910459709,-0.7215824106246799,2,0.2666666666666666,4.434426229508197,1.7860233537478658,0.0,5749.0,,,,,,,,,,
22.0,73.0,203.0,4.52,37.5,129.0,1,1,0,3,6.276491724905879,3,1,97.26851696790116,16.4,40.3,24.7,11.0,5.0,0.0,0.0723039738400089,-0.421792092816481,-0.174744059488236,7,0.9210526315789472,3.888324873096447,2.0498172482106414,14.87519838407156,6931.0,3.0,27.0,1.0,31.0,10.3,60.0,92.0,8.0,1000.0,16.7
21.0,72.0,201.0,4.34,41.0,132.0,1,0,0,3,8.55980013077798,5,1,113.30971182645204,6.0,33.8,28.3,10.0,4.0,0.0,-0.2647888771708405,-0.5066903267399844,-0.3857396019554124,7,0.9210526315789472,3.888324873096447,2.0498172482106414,0.0,4340.0,,,,,,,,,,
21.0,76.0,245.0,4.69,,,1,1,0,3,2.8008726250912748,2,0,101.27557303291522,23.2,39.3,17.7,13.0,4.0,0.0,1.0835825268725572,1.3610708195770895,1.2223266732248232,5,0.6578947368421052,4.105882352941176,1.7184123999990772,9.25953627524308,6685.0,1.0,12.0,0.0,12.0,12.0,39.0,50.0,2.0,607.0,15.6
22.0,73.0,214.0,,34.5,125.0,1,1,0,3,5.695774137457146,5,1,,10.8,34.6,22.8,61.0,5.0,0.0,0.0723039738400089,0.0451481937627874,0.0587260838013982,7,0.853658536585366,3.888324873096447,2.0498172482106414,18.71965473835641,5561.0,0.0,7.0,0.0,7.0,0.0,62.0,52.0,9.0,1034.0,16.7
24.0,77.0,253.0,4.82,34.5,121.0,1,1,0,3,2.578643564013568,5,1,93.74807609864736,1.9,31.1,27.9,14.0,5.0,0.0,1.4206753778834067,1.700663755271103,1.5606695665772548,5,0.6097560975609757,4.105882352941176,1.7184123999990772,3.406414205472006,5519.0,,,,,,15.0,33.0,0.0,188.0,12.5
