rank,player,position,college,_match_score,_matched_name,_matched_team,def_int,def_int_avg,def_int_td,def_int_yds,def_pd,def_qb_hur,def_sacks,def_solo,def_tfl,def_tot,defensive_td,pass_att,pass_cmp,pass_cmp_pct,pass_int,pass_td,pass_yds,pass_ypa,rec,rec_long,rec_td,rec_yds,rec_ypr,rush_att,rush_long,rush_td,rush_yds,rush_ypc,position_group,combine_invite,height,weight,40_yard,vertical,bench_press,broad_jump,three_cone,shuttle,age,age_estimated,has_passing,has_rushing,has_receiving,has_defensive,has_college_stats,ras_score,ras_drills_used,ras_reliable,speed_score,college_sp_plus,college_sp_offense,college_sp_defense,college_sos,position_rank,positions_ahead,draft_class_position_depth,years_in_college,is_underclassman,experience_score,height_z,weight_z,size_score,team_total_yards,dominator_rating,td_int_ratio,yards_per_attempt,completion_pct,dual_threat_score,college_starts_sweet_spot,conference_tier,boards_count,rank_high,rank_low,rank_stddev,rank_range,visit_count,top30_visit_flag,visited_teams,visit_cancelled_flag,stock_direction,senior_bowl_standout,senior_bowl_invite,cfp_participant,injury_dnp_flag,acl_flag,shoulder_flag,spine_flag,has_injury_flag,heisman_flag,major_award_flag,pff_minus_consensus,pff_grade_3yr,pff_waa,trajectory_up_down,intel_link_max,intel_top_team,first_round_mock_rate,drill_missing_40,drill_missing_vertical,drill_missing_broad,positional_value_prior,positional_value_adjusted,is_position_rank_1,position_gap_to_next,position_elite_flag,positional_value_tension,position_historical_round_avg,position_historical_round_std,visit_exclusivity,market_consensus_score,position_scarcity_vs_historical,pff_rank,explosion_index,sack_projection_proxy,consensus_pct_within_position,scouts_grade_primary,scouts_grade_secondary,scouts_grade_proxy,analyst_disagreement_flag,analyst_herding_score,late_consensus_move,betting_implied_prob
36.0,C.J. Allen,LB,Georgia,100.0,C.J. Allen,Georgia,,,,,4.0,2.0,3.5,45.0,8.0,85.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,,230.0,,,,,,,,0,0,0,0,1,1,,0,0,,24.1,37.0,14.8,17.0,19,18,437,,,,,-0.1513533565335093,-0.1513533565335093,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,-18.0,75.8,,,0,,0.0,1,1,1,5,0.1118568232662192,0,0,0,0,4.166666666666667,1.8347152500215944,0,0.6522148916116871,-6.086976429335179,18.0,,,0.9642857142857144,75.8,96.42857142857144,75.8,1,0.0526315789473684,0,
37.0,Zion Young,EDGE,Missouri,100.0,Zion Young,Missouri,,,,,2.0,12.0,6.5,19.0,14.0,38.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,78.0,262.0,4.75,,,,,,22.0,1,0,0,0,1,1,,0,1,,14.4,31.2,15.4,32.0,20,19,437,5.0,0.0,50.0,1.9242244875974943,0.5985936707114418,1.261409079154468,,,,,,,,3,,,,,,2,1,"BAL,CHI",1,0,1,1,0,1,0,0,0,1,0,0,,72.1,,,0,,1.0,1,1,1,9,0.2013422818791946,0,0,0,0,,,0,0.994344957587182,,,,,0.925,,92.5,92.5,0,,0,
38.0,Chris Johnson,CB,San Diego State,100.0,Chris Johnson,San Diego State,4.0,25.3,2.0,101.0,7.0,2.0,1.0,36.0,3.0,47.0,2.0,,,,,,,,,,,,,,,,,,DEF,1,72.0,193.0,4.4,38.0,17.0,126.0,,,22.0,1,0,0,0,1,1,6.136068731881753,4,1,102.98562256676452,6.7,24.4,19.6,117.0,21,20,437,5.0,0.0,50.0,-0.8146030439485996,-1.018479606785484,-0.9165413253670418,,,,,,,,3,,,,,,1,1,KC,1,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,1.0,0,0,0,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.9934024505183788,-12.273501994074577,,0.7872248391524552,0.7872248391524552,0.9493670886075948,,94.9367088607595,94.9367088607595,0,,0,
40.0,Caleb Banks,DL,Florida,100.0,Caleb Banks,Florida,,,,,0.0,0.0,0.0,2.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,,327.0,5.04,32.0,,114.0,,,22.0,1,0,0,0,1,1,0.0,2,1,,3.5,24.5,22.6,3.0,22,21,437,5.0,0.0,50.0,,2.1219235698027488,2.1219235698027488,,,,,,,,3,,,,,,2,1,"ARI,CIN",0,0,0,0,0,1,0,0,0,1,0,0,,72.0,,,0,,0.5,1,0,0,6,0.1342281879194631,0,0,0,0,3.8472222222222223,2.0872498397613364,0,0.820923656927427,-6.3613121393963565,,,,0.9696969696969696,,96.96969696969695,96.96969696969695,0,,0,
41.0,Chase Bisontis,IOL,Texas A&M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,1,77.25,315.0,5.02,32.0,29.0,105.0,7.53,4.78,21.0,1,0,0,0,0,0,2.6412266461893794,6,1,99.20319987342224,20.7,38.0,16.4,18.0,23,22,437,4.0,0.0,40.0,1.581871046154233,1.840693434585892,1.7112822403700625,,,,,,,,3,,,,,,1,1,LAC,1,0,0,0,1,0,0,0,0,0,0,0,,,,,0,,1.0,0,0,0,3,0.0671140939597315,0,0,0,0,,,0,0.9915174363807728,,,0.1084357115041615,,0.9873417721518988,,98.73417721518987,98.73417721518987,0,,0,
42.0,Emmanuel Pregnon,IOL,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,1,76.25,314.0,5.21,35.0,,111.0,,,22.0,1,0,0,0,0,0,1.9439880968861112,3,1,85.23319148525344,25.9,38.7,13.5,6.0,24,23,437,5.0,0.0,50.0,1.1253997908965503,1.8172575899844872,1.4713286904405187,,,,,,,,3,,,,,,1,1,CIN,0,0,0,0,1,1,0,0,0,1,0,0,,86.7,,,0,,0.5,0,0,0,3,0.0671140939597315,0,0,0,0,,,1,0.819038642789821,,,0.2118680340552882,,0.9746835443037974,,97.46835443037976,97.46835443037976,0,,0,
39.0,Malachi Lawrence,EDGE,UCF,100.0,Malachi Lawrence,UCF,,,,,2.0,3.0,7.0,18.0,11.0,28.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,76.0,253.0,4.52,40.0,,130.0,,,22.0,1,0,0,0,1,1,0.0,2,1,,-1.2,23.2,24.0,55.0,25,24,437,5.0,0.0,50.0,1.0112819770821295,0.3876710692987993,0.6994765231904645,,,,,,,,3,,,,,,1,1,SF,0,0,0,0,0,1,0,0,0,1,0,0,,74.0,,,0,,1.0,1,0,0,9,0.2013422818791946,0,0,0,0,,,0,0.9896324222431668,,,,,0.9125,,91.25,91.25,0,,0,
44.0,Brandon Cisse,CB,South Carolina,100.0,Brandon Cisse,South Carolina,1.0,0.0,0.0,0.0,5.0,1.0,0.0,19.0,1.5,27.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,,189.0,,41.0,,131.0,,,21.0,1,0,0,0,1,1,8.585361160398413,2,0,,5.9,24.6,20.2,13.0,26,25,437,4.0,0.0,40.0,,-1.1122229851911027,-1.1122229851911027,,,,,,,,3,,,,,,1,1,KC,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,0,0,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.8171536286522149,-12.273501994074577,,0.9193318483247672,0.0,0.9367088607594936,,93.67088607594935,93.67088607594935,0,,0,
43.0,Jadarian Price,RB,Notre Dame,100.0,Jadarian Price,Notre Dame,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,6.0,35.0,2.0,87.0,14.5,113.0,58.0,11.0,674.0,6.0,SKILL,1,,203.0,4.49,35.0,21.0,124.0,,4.53,21.0,1,0,1,1,1,1,0.0,2,1,,24.4,40.0,16.3,47.0,9,8,192,4.0,0.0,40.0,,-0.421792092816481,-0.421792092816481,5514.0,13.801233224519404,,,,,,3,,,,,,1,1,DEN,1,0,0,0,0,1,0,0,0,1,0,0,,,,1.0,0,,0.5,1,0,0,2,0.099009900990099,0,0,0,0,4.434426229508197,1.7860233537478658,1,0.8162111215834119,-10.41694871413028,,,,0.98,,98.0,98.0,0,,0,
45.0,Jacob Rodriguez,LB,Texas Tech,100.0,Jacob Rodriguez,Texas Tech,4.0,10.3,0.0,41.0,6.0,1.0,1.0,60.0,10.0,111.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,3.0,1.5,DEF,1,73.0,231.0,,,4.19,,,,22.0,1,1,1,0,1,1,0.0,4,1,,27.6,39.3,12.3,46.0,27,26,437,5.0,0.0,50.0,-0.3581317886909173,-0.1279175119321045,-0.2430246503115109,,,,,,,,3,,,,,,3,1,"CHI,CIN,CLE",0,0,0,0,1,1,0,0,0,1,0,0,,,,,0,,0.5,1,0,0,5,0.1118568232662192,0,0,0,0,4.166666666666667,1.8347152500215944,0,0.8152686145146089,-6.086976429335179,,,,0.9464285714285714,,94.64285714285714,94.64285714285714,0,,0,
47.0,Christen Miller,DL,Georgia,100.0,Christen Miller,Georgia,,,,,0.0,2.0,1.5,9.0,3.0,20.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,,321.0,,,,,,,21.0,1,0,0,0,1,1,,0,0,,24.1,37.0,14.8,17.0,28,27,437,4.0,0.0,40.0,,1.98130850219432,1.98130850219432,,,,,,,,3,,,,,,1,1,BUF,1,0,0,0,1,1,0,0,0,1,0,0,,,,,0,,0.5,1,1,1,6,0.1342281879194631,0,0,0,0,3.8472222222222223,2.0872498397613364,0,0.8143261074458059,-6.3613121393963565,,,,0.9545454545454546,,95.45454545454544,95.45454545454544,0,,0,
46.0,R Mason Thomas,EDGE,Oklahoma,100.0,R Mason Thomas,Oklahoma,,,,,1.0,2.0,6.5,16.0,9.5,23.0,1.0,,,,,,,,,,,,,,,,,,DEF,1,,241.0,4.67,,,,,,22.0,1,0,0,0,1,1,0.0,1,1,,18.3,30.1,12.9,14.0,29,28,437,5.0,0.0,50.0,,0.1064409340819426,0.1064409340819426,,,,,,,,3,,,,,,1,1,CHI,0,0,0,0,1,1,0,0,0,1,0,0,,,,,0,,0.5,1,0,1,9,0.2013422818791946,0,0,0,0,,,1,0.8133836003770029,,,,,0.9,,90.0,90.0,0,,0,
48.0,Anthony Hill Jr.,LB,Texas,100.0,Anthony Hill Jr.,Texas,2.0,1.5,0.0,3.0,1.0,5.0,3.5,37.0,6.5,70.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,74.0,238.0,4.51,37.0,21.0,125.0,,,21.0,1,0,0,0,1,1,0.0,2,1,,16.2,32.9,17.9,9.0,30,29,437,4.0,0.0,40.0,0.098339466566765,0.0361334002777284,0.0672364334222467,,,,,,,,3,,,,,,1,1,CIN,0,0,0,0,0,1,0,0,0,1,0,0,,71.6,,,0,,0.5,1,0,0,5,0.1118568232662192,0,0,0,0,4.166666666666667,1.8347152500215944,1,0.8124410933081998,-6.086976429335179,,,,0.9285714285714286,,92.85714285714286,92.85714285714286,0,,0,
50.0,Lee Hunter,DL,Texas Tech,100.0,Lee Hunter,Texas Tech,,,,,0.0,3.0,3.0,13.0,9.0,35.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,,318.0,5.18,21.5,,100.0,,,22.0,1,0,0,0,1,1,0.0,2,1,,27.6,39.3,12.3,46.0,31,30,437,5.0,0.0,50.0,,1.911000968390106,1.911000968390106,,,,,,,,3,,,,,,1,1,CHI,1,0,0,0,1,1,0,0,0,1,0,0,,80.9,,,0,,0.5,1,0,0,6,0.1342281879194631,0,0,0,0,3.8472222222222223,2.0872498397613364,0,0.8114985862393969,-6.3613121393963565,,,,0.9393939393939394,,93.93939393939394,93.93939393939394,0,,0,
51.0,D'angelo Ponds,CB,Indiana,92.85714285714286,D'Angelo Ponds,Indiana,1.0,0.0,0.0,0.0,7.0,0.0,0.0,31.0,3.5,46.0,2.0,,,,,,,,,,,,,,,,,,DEF,1,,182.0,,43.5,,,,,21.0,1,0,0,0,1,1,10.0,1,0,,32.4,40.8,9.9,10.0,32,31,437,4.0,0.0,40.0,,-1.2762738974009358,-1.2762738974009358,,,,,,,,3,,,,,,0,0,,0,0,0,0,1,1,0,0,0,1,0,0,,,,,0,,0.0,1,0,1,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.6390197926484449,-12.273501994074577,,0.9977827050997784,0.0,0.9240506329113924,,92.40506329113924,92.40506329113924,0,,0,
49.0,Eli Stowers,TE,Vanderbilt,100.0,Eli Stowers,Vanderbilt,,,,,,,,,,,,,,,,,,,61.0,67.0,4.0,765.0,12.5,2.0,4.0,0.0,2.0,1.0,SKILL,1,,239.0,4.51,45.5,,135.0,,,22.0,1,0,1,1,0,1,0.0,2,1,,20.3,39.9,21.4,28.0,10,9,192,5.0,0.0,50.0,,1.1063761178065794,1.1063761178065794,6022.0,12.736632348057125,,,,,,3,,,,,,1,1,DEN,1,0,0,0,0,1,0,0,0,1,0,0,,,,1.0,0,,0.5,1,0,0,5,0.2475247524752475,0,0,0,0,4.105882352941176,1.7184123999990772,1,0.8096135721017909,-9.09437144246762,,,,0.975609756097561,,97.5609756097561,97.5609756097561,0,,0,
54.0,Gabe Jacas,EDGE,Illinois,100.0,Gabe Jacas,Illinois,,,,,1.0,6.0,11.0,23.0,13.5,44.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,76.0,260.0,4.69,,,,,,22.0,1,0,0,0,1,1,,0,1,,12.9,33.3,21.7,23.0,33,32,437,5.0,0.0,50.0,1.0112819770821295,0.5517219815086323,0.781501979295381,,,,,,,,3,,,,,,2,1,"LAR,TB",0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,1.0,1,1,1,9,0.2013422818791946,0,0,0,0,,,0,0.9802073515551368,,,,,0.8875,,88.75,88.75,0,,0,
53.0,Chris Bell,WR,Louisville,100.0,Chris Bell,Louisville,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,72.0,64.0,6.0,917.0,12.7,,,,,,SKILL,1,73.875,222.0,4.44,,,,,,22.0,1,0,0,1,1,1,,0,1,,12.4,31.6,19.8,53.0,11,10,192,5.0,0.0,50.0,0.3672602184745022,0.3847411294568009,0.3760006739656515,5000.0,18.34,,,,,,3,,,,,,1,1,BUF,0,0,0,0,0,1,0,0,0,1,0,0,,78.0,,1.0,0,,0.5,1,1,1,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.8077285579641847,-23.153510187736227,,,,0.9387755102040816,,93.87755102040816,93.87755102040816,0,,0,
52.0,Chris Brazzell,WR,Tennessee,95.0,Chris Brazzell II,Tennessee,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,62.0,72.0,9.0,1017.0,16.4,,,,,,SKILL,1,76.0,198.0,4.37,,,,,,21.0,1,0,0,1,1,1,0.0,1,1,,15.0,39.3,25.4,36.0,12,11,192,4.0,0.0,40.0,1.0835825268725572,-0.6340376776252394,0.2247724246236588,6097.0,16.68033459078235,,,,,,3,,,,,,1,1,SF,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,0,1,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,1,0.8067860508953818,-23.153510187736227,,,,0.9285714285714286,,92.85714285714286,92.85714285714286,0,,0,
58.0,Jake Golday,LB,Cincinnati,100.0,Jake Golday,Cincinnati,,,,,3.0,2.0,3.5,36.0,4.0,95.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,,239.0,,,4.34,,,,22.0,1,0,0,0,1,1,0.0,4,1,,4.5,30.2,26.4,58.0,34,33,437,5.0,0.0,50.0,,0.0595692448791332,0.0595692448791332,,,,,,,,3,,,,,,1,1,CIN,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,0,0,5,0.1118568232662192,0,0,0,0,4.166666666666667,1.8347152500215944,1,0.8058435438265787,-6.086976429335179,,,,0.9107142857142856,,91.07142857142856,91.07142857142856,0,,0,
57.0,Treydan Stukes,CB,Arizona,100.0,Treydan Stukes,Arizona,4.0,3.8,0.0,15.0,6.0,0.0,1.0,24.0,1.0,52.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,73.0,190.0,4.33,38.0,,130.0,,,22.0,1,0,0,0,1,1,7.713460608277065,3,1,108.10157243465964,12.0,33.0,19.5,63.0,35,34,437,5.0,0.0,50.0,-0.3581317886909173,-1.088787140589698,-0.7234594646403076,,,,,,,,3,,,,,,2,1,"ATL,SF",0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,0,0,0,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.8049010367577757,-12.273501994074577,,0.8810432071643716,0.8810432071643716,0.9113924050632912,,91.13924050632912,91.13924050632912,0,,0,
55.0,Keylan Rutledge,IOL,Georgia Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,1,,316.0,5.05,32.5,,104.0,7.54,4.54,22.0,1,0,0,0,0,0,1.9196440090834208,5,1,97.1743324341024,9.3,32.5,24.9,59.0,36,35,437,5.0,0.0,50.0,,1.8641292791872963,1.8641292791872963,,,,,,,,3,,,,,,2,1,"CHI,SF",0,0,1,1,0,0,0,0,0,0,0,0,,,,,0,,0.5,0,0,0,3,0.0671140939597315,0,0,0,0,,,1,0.8039585296889727,,,0.120262419632994,,0.9620253164556962,,96.20253164556962,96.20253164556962,0,,0,
56.0,Germie Bernard,WR,Alabama,100.0,Germie Bernard,Alabama,,,,,,,,,,,,2.0,2.0,1.0,0.0,0.0,15.0,7.5,57.0,43.0,7.0,762.0,13.4,17.0,25.0,2.0,101.0,5.9,SKILL,1,73.25,206.0,4.48,32.5,4.31,125.0,6.71,4.31,22.0,1,1,1,1,0,1,0.0,4,1,,14.8,32.2,16.1,2.0,13,12,192,5.0,0.0,50.0,0.1565771865927213,-0.2944447419312259,-0.0689337776692523,5516.0,15.645395213923132,,,,,,3,,,,,,2,1,"ATL,BUF",0,0,0,0,1,1,0,0,0,1,0,0,,,,,0,,1.0,1,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.9745523091423186,-23.153510187736227,,,,0.9183673469387756,,91.83673469387756,91.83673469387756,0,,0,
60.0,A.J. Haulcy,S,LSU,100.0,A.J. Haulcy,LSU,3.0,25.7,0.0,77.0,4.0,0.0,0.0,50.0,0.5,88.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,72.0,215.0,4.52,,,,,,22.0,1,0,0,0,1,1,6.174653920736533,1,0,103.01838003989532,10.3,25.8,16.1,12.0,37,36,437,5.0,0.0,50.0,-0.8146030439485996,-0.5028910255545801,-0.6587470347515898,,,,,,,,3,,,,,,1,1,BUF,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,0,1,1,4,0.0894854586129753,0,0,0,0,4.557692307692308,1.8933678007611927,0,0.8020735155513665,-5.27476736280448,,0.6082251082251082,0.0,0.9411764705882352,,94.11764705882352,94.11764705882352,0,,0,
62.0,Gennings Dunker,OT,Iowa,100.0,Gennings Dunker,Iowa,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,OL,1,77.0,319.0,5.18,32.5,,108.0,,4.63,22.0,1,0,0,0,1,1,5.588783749077083,4,1,88.61385693946619,19.7,32.1,14.2,16.0,8,7,62,5.0,0.0,50.0,0.1102343367295766,0.3652687278556983,0.2377515322926374,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.0,0,0,0,8,1.1111111111111112,0,0,0,0,5.0,2.273030282830976,0,0.6295947219604147,-16.420433326518232,,,,0.8852459016393442,,88.52459016393442,88.52459016393442,0,,0,
61.0,Derrick Moore,EDGE,Michigan,100.0,Derrick Moore,Michigan,,,,,3.0,3.0,9.5,19.0,10.0,29.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,76.0,255.0,4.65,,,,,,22.0,1,0,0,0,1,1,,0,1,,12.4,30.9,17.0,24.0,38,37,437,5.0,0.0,50.0,1.0112819770821295,0.4345427585016087,0.7229123677918692,,,,,,,,3,,,,,,2,1,"ATL,PHI",0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,1,1,9,0.2013422818791946,0,0,0,0,,,0,0.8001885014137605,,,,,0.875,,87.5,87.5,0,,0,
65.0,Josiah Trotter,LB,Missouri,100.0,Josiah Trotter,Missouri,,,,,1.0,7.0,2.0,43.0,13.0,84.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,74.0,237.0,,,27.0,,,,20.0,1,0,0,0,1,1,,0,0,,14.4,31.2,15.4,32.0,39,38,437,3.0,1.0,30.0,0.098339466566765,0.0126975556763237,0.0555185111215444,,,,,,,,3,,,,,,2,1,"CAR,CIN",1,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,1,1,5,0.1118568232662192,0,0,0,0,4.166666666666667,1.8347152500215944,0,0.7992459943449576,-6.086976429335179,,,,0.8928571428571429,,89.28571428571429,89.28571428571429,0,,0,
67.0,Zachariah Branch,WR,Georgia,100.0,Zachariah Branch,Georgia,,,,,,,,,,,,,,,,,,,73.0,47.0,5.0,744.0,10.2,4.0,10.0,0.0,7.0,1.8,SKILL,1,,177.0,4.35,38.0,20.0,125.0,,,21.0,1,0,1,1,0,1,0.0,2,1,,24.1,37.0,14.8,17.0,14,13,192,4.0,0.0,40.0,,-1.5254691338220248,-1.5254691338220248,5636.0,13.325053229240597,,,,,,3,,,,,,2,1,"ATL,DAL",1,0,0,0,1,1,0,0,0,1,0,0,,82.0,,,0,,0.5,1,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.7983034872761545,-23.153510187736227,,,,0.9081632653061223,,90.81632653061224,90.81632653061224,0,,0,
64.0,Keionte Scott,CB,Miami (FL),100.0,Keionte Scott,Miami,1.0,38.0,1.0,38.0,5.0,6.0,3.0,30.0,10.0,44.0,1.0,,,,,,,,,,,,,,,,,,DEF,1,,193.0,4.33,34.0,,123.0,,,22.0,1,0,0,0,1,1,,0,1,,20.7,34.2,14.3,7.0,40,39,437,5.0,0.0,50.0,,-1.018479606785484,-1.018479606785484,,,,,,,,3,,,,,,2,1,"CHI,CIN",0,0,0,0,1,1,0,0,0,1,0,0,,,,,0,,0.5,1,1,1,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.7973609802073515,-12.273501994074577,,,,0.8987341772151899,,89.87341772151899,89.87341772151899,0,,0,
68.0,Caleb Tiernan,OT,Northwestern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL,1,,323.0,,35.5,,111.0,,,22.0,1,0,0,0,0,0,8.003610317487333,2,0,,5.8,24.4,20.0,38.0,9,8,62,5.0,0.0,50.0,,0.6984963392328286,0.6984963392328286,,,,,,,,3,,,,,,2,1,"ATL,DEN",0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,0,0,8,1.1111111111111112,0,0,0,0,5.0,2.273030282830976,0,0.7964184731385485,-16.420433326518232,,,,0.8688524590163934,,86.88524590163934,86.88524590163934,0,,0,
59.0,Mike Washington Jr.,RB,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKILL,1,73.0,223.0,4.33,39.0,,128.0,,,22.0,1,0,0,0,0,0,10.0,2,1,,5.1,35.8,31.4,8.0,15,14,192,5.0,0.0,50.0,0.0723039738400089,0.4271902464185526,0.2497471101292808,5461.0,0.0,,,,,,3,,,,,,1,1,TB,1,0,1,1,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,0,0,2,0.099009900990099,0,0,0,0,4.434426229508197,1.7860233537478658,0,0.7954759660697455,-10.41694871413028,,,,0.96,,96.0,96.0,0,,0,
,Domonique Orange,DL,Iowa State,100.0,Domonique Orange,Iowa State,,,,,1.0,4.0,0.0,9.0,0.5,18.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,74.0,322.0,,,,,,,22.0,1,0,0,0,1,1,,0,0,,9.9,28.1,19.5,62.0,41,40,437,5.0,0.0,50.0,0.098339466566765,2.004744346795725,1.051541906681245,,,,,,,,3,,,,,,1,1,CHI,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,1,1,6,0.1342281879194631,0,0,0,0,3.8472222222222223,2.0872498397613364,0,0.7945334590009425,-6.3613121393963565,,,,0.9242424242424242,,92.42424242424242,92.42424242424242,0,,0,
66.0,Connor Lew,IOL,Auburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,1,75.375,310.0,,,31.0,,,,21.0,1,0,0,0,0,0,9.253837913255566,1,0,,11.6,28.3,17.4,15.0,42,41,437,4.0,0.0,40.0,0.7259874425460783,1.7235142115788684,1.2247508270624734,,,,,,,,3,,,,,,1,1,HOU,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,1,1,3,0.0671140939597315,0,0,0,0,,,1,0.7935909519321395,,,,,0.9493670886075948,,94.9367088607595,94.9367088607595,0,,0,
70.0,Keith Abney II,CB,Arizona State,95.0,Keith Abney,Arizona State,2.0,0.0,0.0,0.0,12.0,0.0,1.0,36.0,1.0,44.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,70.0,187.0,,,15.0,,,,21.0,1,0,0,0,1,1,2.5611329297334766,1,0,,3.9,28.3,22.7,43.0,43,42,437,4.0,0.0,40.0,-1.7275455544639642,-1.1590946743939123,-1.4433201144289385,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,,,,,0,,0.0,1,1,1,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.6211121583411875,-12.273501994074577,,,,0.8860759493670887,,88.60759493670886,88.60759493670886,0,,0,
72.0,Dani Dennis-Sutton,EDGE,Penn State,100.0,Dani Dennis-Sutton,Penn State,,,,,3.0,8.0,5.5,24.0,10.0,38.0,0.0,,,,,,,,,,,,,,,,,,DEF,1,78.0,256.0,4.63,39.5,26.0,131.0,6.9,,22.0,1,0,0,0,1,1,9.96,3,1,,18.1,35.1,18.8,22.0,44,43,437,5.0,0.0,50.0,1.9242244875974943,0.4579786031030134,1.1911015453502538,,,,,,,,3,,,,,,1,1,CIN,0,0,0,0,0,1,0,0,0,1,0,0,,80.1,,,0,,0.5,1,0,0,9,0.2013422818791946,0,0,0,0,,,0,0.7917059377945335,,,,,0.8625,,86.25,86.25,0,,0,
71.0,Max Klare,TE,Ohio State,100.0,Max Klare,Ohio State,,,,,,,,,,,,,,,,,,,43.0,39.0,2.0,448.0,10.4,,,,,,SKILL,1,,246.0,,,,,,,21.0,1,0,0,1,0,1,,0,0,,30.1,37.6,7.7,20.0,16,15,192,4.0,0.0,40.0,,1.403519936538841,1.403519936538841,5922.0,7.5650118203309695,,,,,,3,,,,,,2,1,"DEN,DET",0,0,0,0,1,1,0,0,0,1,0,0,,,,,0,,1.0,1,1,1,5,0.2475247524752475,0,0,0,0,4.105882352941176,1.7184123999990772,0,0.9622997172478792,-9.09437144246762,,,,0.951219512195122,,95.1219512195122,95.1219512195122,0,,0,
77.0,Malachi Fields,WR,Notre Dame,100.0,Malachi Fields,Notre Dame,,,,,,,,,,,,,,,,,,,36.0,66.0,5.0,630.0,17.5,,,,,,SKILL,1,76.5,218.0,4.61,38.0,4.35,124.0,6.98,4.35,22.0,1,0,0,1,0,1,8.22,4,1,,24.4,40.0,16.3,47.0,17,16,192,5.0,0.0,50.0,1.252128952377982,0.2149446616097942,0.7335368069938881,5514.0,11.425462459194776,,,,,,3,,,,,,1,1,NYJ,0,-1,1,1,0,1,0,0,0,1,0,0,,,,,0,,0.5,1,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,1,0.7898209236569275,-23.153510187736227,,,,0.8979591836734694,,89.79591836734694,89.79591836734694,0,,1,
